id,prediction
17775,1750754.78
17854,9917465.407
17875,9968815.215
17943,3092165.305
18113,6608571.123
18217,10966161.12
18320,7473915.503
18380,8135762.173
18437,8428808.907
18497,7932589.079
18575,6123560.757
18865,13158443.9
18892,11916205.41
18977,10640988.85
19039,8904148.166
19066,6307820.13
19091,8533214.872
19202,9655328.087
19267,5903388.53
19278,4803978.033
19288,5590622.721
19308,7539830.775
19312,9852997.299
19346,15261568.59
19396,5291231.14
19448,14445582.4
19532,8688714.06
19721,9380379.819
19754,8813503.26
19830,6187790.236
19856,9990254.03
19909,3243941.856
20028,13194104.13
20145,10498143.64
20172,2354121.843
20259,6271473.93
20275,17649036.71
20500,6474868.024
20509,8440818.941
20511,6679375.684
20584,6480621.503
20707,8201703.675
20736,6285601.711
20760,5384656.668
21164,5893148.657
21283,7359936.09
21517,8200978.335
21712,8128050.988
21741,5792588.765
21937,7997659.011
21984,6480665.538
22023,4936659.341
22088,3002010.44
22173,6858151.995
22179,7951419.715
22262,5243830.394
22311,11270005.69
22318,7323733.854
22341,10322249.85
22516,7850429.825
22578,11660225.81
22636,5398328.395
22645,6827460.728
22675,5609265.82
22697,15633694.16
22732,6591042.234
22735,8520299.61
22761,9325828.348
22780,23662020.44
22809,6793517.919
22880,4999368.138
22902,8420889.325
22907,10230585.37
23038,8166514.219
23166,7069810.955
23214,9539485.866
23230,10949601.71
23275,10341491.18
23293,8962459.234
23303,11885010.03
23487,9109800.848
23553,9907154.662
23556,8248631.265
23565,6562919.404
23634,3256147.438
23635,7034062.952
23673,6845751.447
23675,6379435.536
23679,5848147.335
23828,9134436.252
23858,7198783.266
23860,5286792.855
23862,7013117.317
23965,8260636.713
23977,8170720.801
23981,7510157.073
24024,7305336.014
24082,8194477.802
24118,6336370.429
24324,14905491.48
24335,7578533.613
24399,12993952.15
24405,9449751.83
24418,11986966.59
24424,7467981.774
24561,6195834.599
24610,11584418.85
24690,6735467.646
24694,5932113.368
24736,8639950.48
24810,10561497.22
24847,8134161.144
24964,6012965.026
25159,11116198.9
25208,8900080.084
25290,9332302.841
25291,6030100.333
25360,8619110.983
25383,4844303.036
25529,9445364.207
25666,9723995.773
25681,10098797.36
25700,6896040.734
25847,7544522.938
25913,9235356.507
25927,6095564.918
25978,8642641.342
26020,6272181.557
26050,9263709.033
26062,8203525.686
26071,9607987.202
26077,4891837.725
26152,10414938.36
26313,10891200.95
26384,12387049.19
26406,6267886.138
26440,9384377.343
26462,15820404.09
26480,6300623.234
26490,14801080.5
26589,9044957.108
26606,9229989.431
26644,8523719.707
26647,8975134.404
26649,9455612.842
26678,8977257.711
26686,8973671.366
26695,5166926.413
26730,7935233.203
26750,8171061.279
26768,11255931.16
26787,10824025.27
26823,8645116.987
26903,6215392.858
26991,7954129.917
26997,9449221.739
27002,7480875.913
27079,9452293.246
27084,10212299.35
27198,11682057.84
27212,5289663.943
27273,8172915.192
27288,9188822.796
27335,11090266.25
27347,9473194.565
27352,8321746.597
27368,6869471.788
27384,9283277.599
27450,9527518.551
27483,6619802.846
27491,6239542.185
27607,8556567.497
27608,6347718.32
27651,5093090.495
27729,16830879.2
27766,10160058.02
27789,9363850.855
27798,9620812.304
27867,9988229.838
27913,9077856.052
27995,6782798.126
28048,9425220.182
28097,13174968.15
28105,10107590.23
28127,10368076.83
28147,8249341.901
28207,9453221.634
28224,13392238.69
28240,9536299.062
28267,9363887.716
28346,9152376.062
28360,8170487.532
28364,8170761.508
28450,10140964.58
28470,6340011.318
28504,7226951.642
28515,7257751.336
28540,8318591.418
28542,9082262.771
28548,9154777.866
28614,8284878.29
28625,18398012.86
28687,6855925.083
28735,9211592.98
28738,8603566.08
28845,5501075.15
28855,9142377.201
28863,8238908.378
28899,8775148.938
29008,9666159.879
29025,8309479.448
29053,8655609.516
29065,6990964.794
29066,2813050.537
29097,9015859.354
29166,8144612.414
29187,8320575.441
29204,16003064.78
29269,8232748.387
29297,6491373.543
29304,8165287.604
29429,6569256.506
29498,5957213.55
29518,7276064.653
29540,9533205.705
29568,6164903.718
29585,9249355.662
29613,6786151.656
29652,7101723.182
29656,3208795.383
29657,6329144.216
29813,9148248.806
29880,15158391.8
29899,11213177.22
29926,8845492.06
29933,10368185.38
29966,11990935.87
29977,10503895.43
30035,3189917.563
30160,9478678.519
30237,4023400.914
30275,9179892.937
30310,9182290.219
30357,7103586.259
30444,4324309.456
30468,8560076.991
30470,14004579.35
84,10132314.69
197,6233153.522
518,4380500.309
733,5204499.129
956,22699689.06
1483,6305465.044
1728,4842509.914
2212,8933253.418
2338,13105294.94
2507,5725613.429
2563,9730695.308
2884,9884223.472
3148,8358536.954
3254,4947031.436
4039,7442810.877
4545,7225764.236
4796,19901525.09
5424,6092400.666
6516,10321736.96
7365,9012549.607
7582,6473678.317
7584,15564208.41
7836,9049105.874
7921,8098435.559
8401,10535118.57
8617,8050024.812
8692,10611511.15
8897,8362582.026
9147,6980973.304
9681,12916311.39
9700,6624005.888
9876,8726051.163
10094,7617204.753
10141,14415848
11281,16631094.01
11630,13043077.32
12431,13091742.24
12474,9404529.278
13861,13506630.91
14220,8983215.974
14360,14891740.87
14541,9885894.214
14781,10861486.38
14968,14043666.21
15208,10493255.23
16162,15869333.2
16315,9935005.229
16819,10880091.21
17098,9957462.231
18936,27459517.54
19748,11584220.49
19774,12135395.97
20086,8448560.831
20184,9338996.015
20222,24833459.82
20537,10275486.5
21457,9237168.231
21645,12178065.96
21900,26655888.64
22379,9857743.026
23287,8776694.655
23898,14350570.73
23996,11326437.36
24268,15200364.32
24358,11081823.39
25120,14880440.03
25513,9103888.069
25606,11416523.31
26245,12359463.19
26746,14517922
26964,7901203.073
27386,10542466.28
28333,8052879.022
28344,9156318.358
28359,13857678.11
29059,10406698.41
29906,14104617.46
30132,12247088.76
96,14648487.54
410,10589019.37
510,10908840.66
878,19100327.05
1035,16969354.08
1215,11236092.07
1412,12635059.07
1595,25943507.32
1611,14960420.29
1818,16458716.6
1895,14131694.46
2642,14633968.16
3405,28077331.4
4054,13725930.95
4941,15214925.3
5905,16658526.07
8541,14798046.1
8821,14687678.97
8924,20240085.38
8932,13499017.09
10231,13430573.97
10298,24748014.66
10599,13637607.38
11055,10420718.41
11070,20627087.27
11118,16762106.2
11354,15835219.07
11387,12723187.47
11676,10913020.79
11757,17859039.43
12155,18194850.46
12694,10788535.98
12713,13253554.38
13208,17199184.28
13319,13655737.83
13536,13423725.56
14019,15056987.84
14305,12969618.41
14375,22495891.72
14480,19139734.19
14578,12257470.82
15065,16087787.24
15130,15341176.94
15176,20363973.94
15845,18533303.32
16102,22116663.73
16614,17913301.7
16959,9234202.48
17107,14026257.12
17184,18021270.98
17646,15362929.91
18340,24817890.46
19002,16944651.48
19074,18473856.25
20104,14211328.75
20730,16497439.39
21315,16606349.43
21364,14958086.66
21505,22973177.27
22992,13341947.59
23302,13848294.38
23441,18144816.15
24081,14614690.72
24114,18174390.72
24813,18159686.61
24980,14799533.89
25422,18566403.57
27618,25179889.18
28199,17524058.26
28236,17794715.09
28824,19676311.82
29358,16585420.14
29520,33668046.38
235,8281051.28
428,14934769.37
547,7638269.303
607,20173266.31
753,8552590.634
1112,10086019.8
1154,11501411.12
1353,7938408.193
1407,7412029.845
1515,10511630.2
1896,10649453.4
1991,9305439.287
2094,10037295.49
2222,12894340.31
2341,14156808.38
2425,7917821.425
2467,10251547.53
3124,11781960.24
3297,8808116.894
3789,8111430.829
3849,15934004.03
4114,8390976.21
4659,18582692.44
4735,11774607.37
5068,12604176.98
5716,11984467.62
5939,8238209.469
6060,8886667.556
6139,7838322.517
6179,8952173.117
6363,9032052.758
6735,7343952.304
7098,8376427.232
7441,6808216.583
7488,12287367.58
7777,11572615.75
7809,9746446.173
8037,9212647.57
8484,10235918.67
8936,19108549.4
8997,7618857
9321,13148026.99
9740,13771390.31
9999,7441450.804
10061,11511081.52
10259,9245570.121
10450,10177725.94
10519,9513583.009
11285,10079259.68
11501,10197512.5
12261,8126514.12
12489,13558729.92
12551,7970002.409
12563,16374262.64
13096,8986810.42
13145,7720277.89
13362,10466310.09
13944,9678253.811
14180,9742588.873
14369,9885258.011
14441,13547591.08
14873,18213463.29
14889,7629960.467
15446,9123947.966
15673,11844878.49
15837,9645606.003
16225,12506135.13
16353,7643391.43
16757,11355703.85
17421,12443114.63
17443,14461928.35
17892,10022355.23
18082,12422772.15
18467,11318125.68
19656,11756302.8
19711,18690210.67
19897,8000717.048
20106,12471733.58
20277,8598920.785
20685,11894531.33
20789,20299388.69
20999,13615984.69
21298,8104734.605
21350,10395986.64
21478,6458889.815
21529,10926483.47
21618,10214307.62
21794,8970902.839
21953,11572189.26
22431,12246145.69
22848,9922622.527
22878,10510647.15
22915,19501858.23
22940,20669769.45
23055,12014387.81
23408,7647885.869
23607,9996862.689
23622,10879689.06
23682,11854176.21
23748,20587236.04
24267,17158509.08
25287,8797778.336
25307,33064912.84
25484,10549718.34
26078,13219608.31
26171,9283331.265
26350,11253193.61
26510,9569928.786
26554,8334724.756
26614,9179747.809
26641,28929518.98
26658,28877850.11
26724,12951748.64
27286,22596605.07
27538,21033112.85
27566,8656744.901
27846,9361585.05
28087,14002567.98
28093,17535528.33
28313,14364120.14
28322,11457002.86
28329,33409669.45
28701,26219931.46
28740,11520197.96
28846,10621980.86
28972,22308971.47
29271,15009956.55
29473,14467404.26
29614,16503784.55
29659,35793085.28
30048,19488901.89
30082,26314521.38
30229,16301510.73
30409,17776346.51
1579,9969366.314
3426,6727515.476
6019,9917484.742
7148,14899559.66
7526,8509982.463
8324,9263100.959
8529,9789285.447
8758,9039335.643
9969,8934797.236
10251,6387178.45
10653,14357322.44
10904,12439514.87
11927,10743907.01
12184,7764762.598
12356,7316225.843
13617,9133258.281
15541,9991739.878
16499,8670387.172
16684,7612666.962
18726,23025977.56
18829,8698605.194
19471,7710928.224
20571,9661678.489
21608,16709569.49
21627,16336044.29
21950,11189327.67
22660,12159985.57
23193,7037192.715
24121,12225118.29
24281,9360201.952
24716,8817807.899
25279,22883539.22
26162,14821409.65
28149,9722985.398
28833,8321829.848
811,20399503.69
984,8676368.269
1061,7906474.728
1143,7731370.324
1184,14346024.69
1608,8607555.277
1803,10809502.46
1969,16032082.05
2205,10855399.16
2215,8229049.799
2441,12848838.04
2601,10143413.84
2937,11648384.75
3017,9360949.964
3767,9166976.45
4276,8442448.39
4284,6828249.706
6116,7033965.936
6194,12497918.13
6354,8054197.834
6508,10399046.99
6535,9114447.272
7307,8925585.012
7958,9342017.256
8194,19556772.99
8253,9458945.709
8522,10561598.96
8750,8976699.293
8858,11306779.94
8912,9460752.139
9443,8042414.547
9505,10195832.32
9603,14062879.32
9635,9756619.65
10314,7193883.24
10916,10767036.24
10946,12554535.16
11301,10583080.23
11997,8576078.034
13071,13275461.66
13289,12175983.01
15551,12195855.72
16914,10009372.78
17215,10987068.38
17756,11500239.92
18220,9052641.545
19076,8700265.264
19339,11763412.46
19657,11822588.39
20175,8958057.899
20716,9654776.878
21317,15801523.7
21388,18959338.61
21612,9122077.317
22040,14553331.92
22060,11555346.59
23243,10653688.63
23278,9575499.342
24261,10826193.94
24326,9598172.76
24331,9438004.241
24583,9824206.835
24609,11996777.62
25033,10598310.8
25102,16679042.36
25329,17686400.1
25366,13247052.82
25894,16241414.82
26702,13781947.36
26742,12378100.01
26885,17586936.81
26907,24390689.7
27952,9574319.411
28533,9552315.477
29098,11349143.33
29287,10566804.58
29738,12807658.33
73,5202751.29
139,6534602.492
227,5190349.067
236,6141038.643
498,7899517.474
506,6312723.751
534,5276223.619
769,5576142.067
810,9764323.145
814,4784855.207
909,8717667.02
968,5257466.177
990,6738171.285
1050,4149211.833
1060,7066866.139
1111,5993241.096
1113,10571016.42
1742,10498501
2565,9135845.016
2634,7721953.111
2742,5511345.382
2867,8045276.891
2897,12744552.61
2911,4745944.394
3012,7357632.324
3180,5427712.746
3355,11339956.1
3418,7934977.878
3574,7712491.497
3832,5313464.364
3921,5452471.737
5446,11691605.6
5628,5682394.529
5629,4840666.434
5864,12442407.25
6036,6295723.296
6216,10842895.73
6275,6632066.454
6394,8894935.119
6499,7280261.534
7327,6509756.637
7345,12424508.29
7462,20585884.07
7797,6778722.949
8970,5182164.735
9488,7036532.369
9874,10392309.56
10276,8970660.906
11035,8190339.243
11150,6955678.424
11253,8050371.922
11419,23149106.13
11444,8952493.71
11711,8334482.406
12337,9705890.686
12604,6989534.958
12780,6145324.883
13103,11055620.45
13240,7704421.103
13446,9393428.311
14083,6693668.116
14215,8862257.669
14287,9361666.079
14586,5703765.554
14631,9603160.419
15015,9058470.854
15386,7180084.679
15732,11429170.59
16045,6201136.343
16439,10741052.07
16726,9792140.014
16839,11278249.91
16870,5288671.448
16962,6736736.428
17073,9358956.495
17174,11534998.03
17392,19379560.08
17414,7590755.471
17572,10612921.69
17597,6295643.033
17857,8602230.902
17866,13889236.83
17867,7584544.033
17954,9911065.575
18136,10723260.99
18194,7755558.843
18230,9434818.358
18268,8486670.462
18503,6697985.948
18538,12489571.18
18824,6831620.965
18857,8206841.644
18927,9077233.905
19132,13837943.97
19356,10482922.73
19513,12004139.33
19769,8157872.188
20013,10437773.96
20082,9434049.072
20233,7072507.178
20430,7316367.12
20908,7936056.58
20954,6696147.54
21211,9440878.086
21264,7127347.024
21530,10543064.35
21546,7894785.615
21709,11468116.4
21911,11450765.85
22264,8637755.182
22437,7476731.525
22545,8109905.504
22774,6988886.624
23432,10151711.49
23468,9872666.109
23647,9494328.601
23751,11871436.77
24165,10005831.59
24218,12181485.32
24336,12117825.95
24383,13581569.37
24425,14218407.76
24429,8148112.923
24640,8331321.698
24681,8964826.257
25085,8311899.473
25433,10388515.44
25756,8368943.057
26038,9907077.231
26282,12010247.06
27122,6778021.375
27301,12267138.97
27313,11862676.25
27419,12241793.85
27498,8861547.474
27641,8293937.775
27752,10011802.47
27914,6294491.542
28292,10703451.12
28931,10342974.94
29400,12269919.78
29713,10117266.92
29728,10114901.43
30051,12540622.24
30352,9478832.311
41,7367456.379
177,4896981.332
221,9874858.944
312,11700463.02
357,8784967.765
821,5428933.67
828,6920888.289
1153,8982774.388
1276,5297972.345
1337,6971957.548
1447,9061161.606
1632,8952240.776
2017,11181944.95
2180,6420741.5
2409,8331848.2
2533,11610875.16
2625,8277380.729
2695,8746496.774
3074,7130162.244
3076,6302381.371
3091,11635043.9
3134,6927571.771
3664,7376671.792
3677,8143912.235
4291,8900071.303
4623,9424896.278
4654,10399072.14
4953,9131036.501
5371,11459407.13
5644,6277996.264
5749,8805422.973
5998,6713210.357
6708,10200515.74
7021,5478117.086
7075,10059293.66
7100,9890308.133
7495,7792779.516
7661,6873478.512
7692,9540107.062
8000,9299614.317
8910,10859378.9
8926,9049453.73
8954,7396355.703
9187,6394903.206
9293,10731365.03
9397,11297479.77
9706,8148122.285
9746,9115237.791
9943,7867518.671
10403,9697295.42
10782,6972980.667
10842,10984651.82
11262,12321523.34
11381,10193840.84
11611,7773688.91
12414,7060333.057
12419,11461019.11
12453,7913049.387
12893,12823118.11
13239,7811659.96
13321,8136139.405
13401,5718274.534
13595,12581788.35
14201,7926671.379
14280,6142766.091
14620,8010893.09
14927,5813189.241
15132,12468948.07
15285,9673605.35
15367,7229996.87
15402,6596184.695
15740,13279353.61
15946,10991703.28
16016,7627398.862
16237,14488829.56
16279,13082709.47
16391,7561845.375
16775,7025728.701
16802,10449613.1
17088,13389891.92
17116,12836002.9
17133,11302890.95
17145,9635325.144
17362,8133679.27
17460,9744202.612
17585,10764457.26
17628,7767730.842
17732,10084051.67
17947,7393404.954
18244,10629144.47
18297,8310237.499
18553,6172721.149
18667,14314723.46
19188,10613039.28
19287,14496109.35
19567,6911078.714
19577,9497641.953
19764,11116838
19870,11913589.03
20201,23470778.87
20232,9550817.322
21028,9028947.557
21579,7230355.918
21892,8577725.137
22105,8538807.151
22125,9374331.849
22298,8417922.901
22698,9365760.966
23099,9515937.536
23601,8397522.244
23645,6456486.97
23692,11956536.81
23843,8248063.309
23868,9036897.511
24338,11972434.03
24507,16241700.44
24588,7957457.332
24628,7933311.405
24949,13310553.75
24953,9670244.31
25051,16747216.12
25138,9258905.603
25730,11151499.67
25966,9128473.328
26216,26596874.23
26240,9884181.547
26479,18868073.82
26493,11421220.78
26761,8577772.648
27041,7384612.478
27082,12077062.9
27134,18951372.41
27135,8834141.214
27410,14352893.19
27523,12620012.72
27754,7186261.147
28018,12271650
28096,14053987.03
28135,7588301.911
28196,15484053.37
28497,11038556.88
28541,10282558.55
28749,14313982.54
28856,15285394.19
29044,7919477.223
29211,15182852.22
29309,6776937.18
29369,9055800.724
29553,11662290.4
29581,9878627.312
29685,9644974.793
29694,20244554.42
29770,19710739.64
29990,14709810.16
30017,8577010.585
30201,17331799
30213,13791778.66
30335,15562243.86
30403,13088797.99
271,4627565.249
420,6237791.935
536,9079625.892
724,4798891.993
773,5510202.409
2618,7643816.862
2966,5951751.87
3504,6287598.297
4403,6267050.029
5600,6637261.22
5675,12787234.57
6111,15150174.09
6768,4343121.324
7295,5504788.135
7378,6096500.939
9605,9827677.564
11540,14268101.14
11975,9129502.312
12303,7765526.567
12814,4258460.321
13666,12247805.78
14140,10033662.11
14363,9295391.755
14496,10638992.7
14602,7362676.12
20057,7540884.815
21961,14949559.19
22668,22204230.62
23177,9430636.475
27756,11700633.86
30079,12106736.63
461,12890877.71
556,7804497.679
784,25639199.46
999,23541346.47
1126,9936204.691
1258,8895195.359
1539,8932738.943
1884,12193087.34
2137,15072237.23
2440,15884013.62
2502,15663000.04
2525,13399780.39
2633,7435554.845
2776,8957013.752
3021,9917903.561
3121,12932115.72
3895,12110153.01
4250,7782585.13
7337,18840960.78
7490,15880697.66
7901,17300128.42
8406,17590664.78
8982,13214734.09
9981,16794544.1
10590,18703956.44
11117,9569598.298
12107,11293001.17
12142,9703978.491
12151,10861977.72
12228,11446728.45
12796,11473245
13241,9430299.049
15168,8899958.322
15494,19083363.02
16489,12582347.18
16677,11221710
16686,15463718.74
16732,10664700.91
16774,16219682.45
17051,20134710.24
17447,16920337.73
17562,12978049.69
17713,23123627.41
18253,14023630.81
18279,11813403.32
18624,10395741.24
19162,17895589.64
19420,11596775.23
19820,16440889.71
19937,11142202.04
20328,9992889.17
20824,11022932.37
21609,11843771.89
22835,9551555.32
23097,12122259.84
25186,28427139.57
25643,11019475.59
25812,11265614.35
25898,9140473.072
28027,10845454.47
28271,14821929.81
28392,18611325.38
28442,13090173.14
28488,10247751.17
29082,10253796.08
30261,10763092.11
30340,13318081.02
1369,8778821.644
2429,11348278.22
6027,8626886.449
6131,6898187.536
8038,10408678.98
9163,10134580.92
9199,8620032.583
9807,9293104.679
16122,9696475.26
16697,11313497.83
17175,8331415.22
22781,21078481.98
24623,11753444.56
27624,16838237.5
201,6352765.248
287,6805018.516
294,12000891.15
320,5463138.516
722,10274854.77
1491,11867265.21
1571,11537561.3
1603,8379838.478
1748,7642201.845
1966,10809929.31
2399,17703152.73
4107,11018483.11
4301,8992556.595
4938,9985365.014
5953,7868770.362
6938,15317887.59
8436,11014374.36
8516,6197463.566
9256,6719975.934
9354,10925322.16
9563,11657310.05
9752,7723092.451
10213,5486553.524
10484,10888821.64
10565,9766419.025
11229,6120682.769
11422,12049436.19
11502,12372879.15
11572,10193678.37
13235,8264951.757
13263,10465570.38
14035,14211684.15
14160,10637715.18
15670,12349997.58
16592,11740064.65
16948,13707672.18
17110,9348639.344
17621,9240446.027
17657,6212346.572
18366,8684397.003
18418,7711605.021
18435,6543428.115
18468,8096831.828
18505,10023643.78
18590,7766996.876
18998,5917688.534
19012,6449444.796
19071,9154198.637
19123,9491507.198
19303,7288798.902
19415,8075745.154
19552,7483074.837
19554,6709620.553
19569,8367963.866
19592,10285534.1
19608,14009039.44
19637,6662472.266
19720,12560503.73
19959,14624285.84
20070,6017148.691
20205,10140083.22
20329,6618518.016
20732,9621807.844
20740,14172862.33
21670,6556817.573
21728,5853011.245
22026,19092749.02
22054,10005613.47
22496,14312885.2
22543,7960608.541
22756,6201123.008
22783,7692006.503
22883,12690862.93
22897,8723130.096
22981,7622528.802
22998,15310479.17
23103,6224890.353
23206,7627215.95
23233,7264001.658
23387,6414561.442
23412,6473013.404
24195,8899506.717
24315,12469869.39
24500,11153024.52
24575,6371301.902
24854,5953643.594
24885,15153589.85
25222,9573466.652
25489,6893079.067
25865,11106745.72
25899,7832933.442
26362,11433930.15
26615,9695502.307
26670,7442046.573
26845,9711255.879
27435,7456605.224
27587,14103023.41
28138,10065111.28
28684,16680274.87
28751,11310829.33
28776,8831054.476
28953,9916396.829
29081,22453388.66
29364,10138512.49
29380,8906099.469
29445,10343100.76
29916,7440047.988
54,10156226.57
65,7625845.621
68,12660015.43
75,7200978.087
435,10857161.06
456,8405069.829
851,6106748.216
1074,10374059.09
1272,12244913.09
1279,6404265.981
1360,9363795.126
1754,9313206.666
1789,9306761.908
1938,12497588.83
2066,7370769.638
2122,7171786.278
2306,11675109.34
2366,6530026.474
2547,7435290.688
2753,7475598.511
2766,11607925.57
2861,9735950.017
2917,7629714.485
3037,11947818.52
3171,7202335.36
3207,9317641.015
4266,11011873.04
4693,7967324.851
6198,7361774.233
6426,7377390.817
6722,12471272.23
7202,12395327.11
7580,6769922.916
8468,8600648.064
9676,12439976.05
9685,7093551.033
9711,12912968.13
10556,8619083.961
10640,7569636.615
10750,8666664.641
10878,13117071.93
10922,10799858.02
11303,12048878.92
11590,14262230.63
12134,7966903.328
12286,7079434.348
12395,13137935.22
12529,10392699.4
12862,10972206.82
12875,9296104.824
13058,10801965.54
13102,17715462.74
13151,10155523.5
13309,8880537.062
13673,8826929.347
13794,8806462.389
14109,6656356.683
14367,12725684.28
14759,13163780.64
14768,17788515.43
15384,8502691.725
16865,9347619.47
16885,12032617.91
16945,11431482.67
17048,9014483.185
17520,19001641.53
17532,18926425.11
18036,9651044.988
18376,9845211.455
18577,9793261.381
19197,8943359.854
19331,15252926.63
19571,8783142.443
20039,11009343.25
20068,9223908.863
20594,8902368.511
20624,16278552.87
20800,9516892.084
21511,15842225.21
21528,8809348.862
21668,11332099.37
21742,15584913.2
22384,17119093.28
22588,12977545.86
22616,10929566.08
23244,11396413.89
23447,8653579.585
23928,9134623.527
24045,16668320.9
24578,7313685.309
24753,12865530.13
24859,16842632.22
24965,6709079.986
25524,11900957.74
26060,8659149.849
26180,19704837.71
26227,15345993.82
26505,12333770.91
26705,16321289.42
26982,12379854.81
27519,12375353.06
27525,13112178.19
27960,8638450.121
28586,12569310.72
28683,12984066.78
28819,8675899.166
29227,11783661.74
29341,13546164.82
29836,9910963.805
30053,17007929.89
30437,14171383.24
1078,10222663.55
1291,11717622.64
1352,8012867.271
1900,5784669.5
2111,6145437.765
2290,14212798.04
2510,7874372.502
2963,7190914.787
2973,7892236.46
3394,12906845.63
3818,6488811.553
5359,11000854.28
6393,9664014.905
8860,10069066.63
8940,7363917.415
9525,5686747.775
9555,13053058.77
10477,11987588.82
10555,15162493.76
11702,13392170
11735,10325455.9
12173,7616337.415
13360,11701105.2
13596,18689730.26
13702,10306727.72
14347,12430529.87
15213,7056597.366
15249,12672339.69
16725,8325913.867
17509,16963632.4
17675,12403569.28
18004,11372700.3
18527,18504566.67
19842,11625270.19
20202,12576653.08
22671,7567424.045
23092,13096705.79
23306,8193008.656
23752,9604495.917
23995,8988167.214
24026,12409580.84
25207,18693361.75
26830,8329309.413
27170,7515658.833
27217,13247675.86
27342,11858296.8
28568,11942270.19
28570,8581282.026
29052,8151264.796
30415,10217166.35
613,15239053.29
616,4575418.54
988,5661633.81
1174,7853504.095
1610,6845705.264
2307,15953833.67
2564,10884103.39
4428,7601329.152
5519,5684715.436
6386,11158529.11
6557,8994618.341
6730,6164322.962
7864,9578580.466
8334,9132498.194
8631,7492350.539
9604,7735489.597
10064,10356110.81
11265,8855786.677
11741,8166440.356
11858,9012990.551
12070,8206795.936
12128,6910768.944
13714,12036673.36
16361,7028737.314
16832,10449032.68
16909,11844328.77
17445,8561512.901
17510,12158921.84
17708,12939170.56
18723,9003517.083
18749,9273258.827
