"X1","id","timestamp","full_sq","life_sq","floor","max_floor","num_room","kitch_sq","product_type","raion_popul","green_zone_part","indust_part","children_preschool","preschool_quota","children_school","hospital_beds_raion","healthcare_centers_raion","university_top_20_raion","shopping_centers_raion","office_raion","railroad_terminal_raion","big_market_raion","full_all","X0_6_all","X7_14_all","X0_17_all","X16_29_all","X0_13_all","build_count_block","build_count_wood","build_count_frame","build_count_brick","build_count_before_1920","build_count_1921_1945","build_count_1946_1970","build_count_1971_1995","build_count_after_1995","metro_min_avto","metro_km_avto","metro_min_walk","metro_km_walk","school_km","park_km","green_zone_km","industrial_km","railroad_station_walk_km","railroad_station_walk_min","ID_railroad_station_walk","railroad_station_avto_km","railroad_station_avto_min","public_transport_station_km","public_trans_station_time_walk","kremlin_km","big_road1_km","big_road2_km","railroad_km","bus_terminal_avto_km","big_market_km","market_shop_km","fitness_km","swim_pool_km","ice_rink_km","stadium_km","basketball_km","public_healthcare_km","university_km","workplaces_km","shopping_centers_km","office_km","big_church_km","price_doc"
1339,20057,41814,38,19,1.29172467272831,16,1,1.03907275005164,0,47245,0.011047989,0.246623602,2287,5.06665523851652,2940,0,3,0,6,0.46057793515969,1,0,55590,2287,2940,6441,11895,4872,25,1,0,177,69,46,63,28,25,1.579065722,1.053534243,11.78853111,0.982377593,0.582252221,0.731636294,0.532613441,0.439417993,0.891618964,10.69942757,80,1.857246924,2.583706584,0.359750056,4.317000677,2.711030916,1.74222151,2.044259742,0.553061723,1.708224768,8.32263614,2.181256703,0.528423265,3.060541667,3.372589735,5.118286564,0.60073165,2.133827065,1.572219659,0.582252221,0.68291777,0.321504007,0.782078764,6e+06
1340,21961,41879,100,67,1.162283113884,9,4,1.03756761440495,0,47245,0.011047989,0.246623602,2287,5.06665523851652,2940,0,3,0,6,0.46057793515969,1,0,55590,2287,2940,6441,11895,4872,25,1,0,177,69,46,63,28,25,0.937551163,0.539720479,2.606643841,0.21722032,0.750878003,1.48420083,0.823989615,0.044828517,0.440473794,5.285685532,97,0.440473794,0.81349281,0.021040117,0.252481401,3.928932628,0.473463481,2.335672851,0.255063486,1.569897749,9.128411827,0.451535271,0.41969809,2.863018192,3.548672538,4.932698718,0.979265389,1.94039739,2.039215518,0.829216169,0.363904591,0.534777198,0.359473294,17500000
1341,22668,41901,155,101,1.12474826290904,8,5,1.04051897074045,0,47245,0.011047989,0.246623602,2287,5.06665523851652,2940,0,3,0,6,0.46057793515969,1,0,55590,2287,2940,6441,11895,4872,25,1,0,177,69,46,63,28,25,1.288874232,0.938663231,3.635731626,0.302977636,0.526500024,0.952195689,0.208716176,0.713537347,0.95208949,11.42507389,113,1.157114322,1.561938106,0.114768323,1.377219877,2.501184491,1.900389097,2.572833901,0.482799647,1.069548565,8.207765128,1.619722864,0.870356863,2.690373337,3.002421405,4.40445232,0.234520852,1.763658735,1.20205133,0.789341789,0.372724756,0.080549212,0.593405566,21500000
1342,23177,41913,44,29,0.869741686191944,4,3,1.03599601652093,0,47245,0.011047989,0.246623602,2287,5.06665523851652,2940,0,3,0,6,0.46057793515969,1,0,55590,2287,2940,6441,11895,4872,25,1,0,177,69,46,63,28,25,1.041005056,0.625188288,4.294259645,0.35785497,0.177050524,1.016392854,0.20418289,1.23434821,1.63589358,19.63072296,80,2.586831974,3.493059679,0.243802979,2.925635747,1.906213195,2.522591967,2.609720597,1.206855548,2.437809818,9.05222119,0.583883978,0.731363364,1.909058067,2.212332332,5.359117023,0.719150953,2.305253782,0.497327696,1.382604516,0.527763509,0.168571363,0.332853778,12500000
1343,27756,42040,65,41,0.741276311375015,4,3,1.03679065753495,0,47245,0.011047989,0.246623602,2287,5.06665523851652,2940,0,3,0,6,0.46057793515969,1,0,55590,2287,2940,6441,11895,4872,25,1,0,177,69,46,63,28,25,0.855986601,0.440630328,3.940850939,0.328404245,0.389500629,0.788613987,0.161442419,1.15923562,1.572929736,18.87515684,80,1.887552597,2.601103816,0.115359187,1.384310243,2.025224686,2.385646111,2.389715341,1.258181662,1.738530442,8.352941814,0.399326018,0.493924072,2.062102889,2.365377154,5.174559063,0.863513414,1.746544739,0.174353805,1.26755421,0.292732337,0.086066297,0.165420764,1.9e+07
1344,30079,42157,80,49,0.741276311375015,4,4,1.03679065753495,0,47245,0.011047989,0.246623602,2287,5.06665523851652,2940,0,3,0,6,0.46057793515969,1,0,55590,2287,2940,6441,11895,4872,25,1,0,177,69,46,63,28,25,1.21176013,0.860383733,9.962550234,0.83021252,0.112247558,1.904833059,0.827623194,0.290949828,1.630204692,19.56245631,97,1.518077848,2.342670669,0.245160895,2.941930736,4.76322343,0.315738947,2.823687103,0.161419262,2.392337873,11.98882872,1.440876551,0.112247558,1.052817719,1.466964381,3.37397931,0.799458151,0.935294501,2.156352357,1.140684499,0.569568559,0.318724943,0.530223178,13350000
1447,8516,41439,39,19,0.959134838920824,17,1,1.03756761440495,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.205460272,0.164368218,1.972418622,0.164368218,0.08906496,1.810828015,0.891510283,0.265295605,0.427229627,5.12675553,71,0.427229627,0.647502759,0.072169249,0.866030993,4.992584365,0.091853272,0.837236995,0.038928812,3.325531375,19.68923945,0.910747771,1.062807452,0.469386979,2.661991553,3.13684236,0.406949438,2.012888752,1.578910379,1.413241917,0.221239997,0.328644025,0.842890182,3e+06
1448,9256,41472,32,16,0.959134838920824,5,1,1.03756761440495,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.401039369,0.239982457,1.505985654,0.125498805,0.338327216,1.804403953,0.785094939,0.550646094,0.697295966,8.367551595,71,0.641331488,1.031735072,0.089752338,1.077028056,4.829124311,0.077616075,1.096123902,0.151251868,3.401145613,19.76485369,0.986362009,1.31957258,0.903725128,2.737605791,3.350944221,0.165849502,2.08850299,1.654524617,1.15235532,0.12139853,0.37604508,0.666740784,6e+06
1449,9354,41474,64,44,1.12474826290904,7,3,1.03679065753495,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,3.25316436,1.351230322,14.00983163,1.167485969,0.2104081,0.467497529,0.145856504,1.092909703,2.768626756,33.22352107,40,2.716723444,4.6913554,0.354111196,4.249334353,7.707433594,0.489448904,1.031695298,1.208470624,2.878081874,16.4425438,3.014062378,0,0.009031344,1.948962188,1.577427716,2.566230152,2.379056671,3.00671069,0.2104081,0.807907458,0.272064635,0.740286207,15400000
1450,9563,41487,58,44,1.1947055233183,9,3,1.03599601652093,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.762335339,0.510836615,5.271438984,0.439286582,0.344872228,2.057848333,0.222404489,0.389184833,2.046095045,24.55314054,81,2.046095045,2.983590654,0.066624693,0.799496311,6.761671943,1.296983531,1.753336637,0.783095754,3.0752461,19.57320993,1.515821803,1.180344498,2.549599874,2.327986263,2.495296485,1.888381459,0.240140526,1.441338163,0.917983849,0.575564283,0.692785165,1.771412184,10340000
1451,9752,41496,35,17,1.1947055233183,12,1,1.03832798286476,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,3.096040127,0.783490426,9.401885115,0.783490426,0.53760819,1.858967474,0.027093273,0.502348657,2.126452426,25.51742911,81,2.126452426,4.774742629,0.227943817,2.7353258,6.798386415,1.520435369,1.920374664,0.871608598,2.889643848,19.65356731,1.596179184,0.961702441,2.290970359,2.14238401,3.641115987,1.900544376,0.369150964,1.521695544,0.781755011,0.73984135,0.89892095,1.724821971,7400000
1452,10213,41517,35,14,0.526589034139044,17,1,1.03980280900024,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,1.501636421,0.882739041,10.59286849,0.882739041,0.468247885,1.778340265,0.525693891,0.314151599,1.767597726,21.21117271,71,1.774098212,2.987296463,0.230198726,2.76238471,6.027579151,1.186063484,1.421512695,1.091665482,2.236975321,19.75281593,1.291815799,1.293245105,2.036491853,1.489715483,2.779954726,1.125334442,1.529309627,1.620944159,0.468247885,0.639956687,0.675137798,0.978935905,7900000
1453,10484,41530,74,43,1.02667203119905,16,3,1.03907275005164,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,1.384884269,0.800581848,9.606982171,0.800581848,0.621216209,1.93288448,0.672583795,0.286640776,1.554023118,18.64827742,71,1.769612943,2.885037185,0.214284583,2.571414995,6.007383253,1.129450491,1.264919248,1.003922151,2.232490051,19.67065873,1.287330529,1.416624991,2.032006583,1.485230214,2.775469456,1.12185682,1.447152434,1.538786965,0.621216209,0.50687784,0.526441938,1.046209695,12900000
1454,10565,41534,52,32,1.12474826290904,8,2,1.03756761440495,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.648468428,0.275053206,3.300638476,0.275053206,0.152258148,2.287440315,0.456273275,0.208741484,2.142312545,25.70775054,81,2.146886954,2.988260619,0.078841689,0.946100273,6.776003604,1.022450505,1.508720235,0.586729535,3.415545513,19.67400184,1.655689386,1.445983672,2.757614626,2.668285675,2.486950761,1.973870835,0.316982833,1.542130072,1.166547716,0.504927075,0.504927075,1.924731331,11800000
1455,11229,41561,30,18,0.869741686191944,5,1,1.03518246953553,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.789757849,0.451550503,5.418606035,0.451550503,0.255733076,2.384068416,0.603065981,0.052158297,2.287106736,27.44528084,81,2.287106736,3.084203147,0.101270226,1.215242717,7.052088329,0.839323523,1.15452204,0.229450626,3.555765295,19.81422162,1.795909169,1.537960936,2.897834408,2.808505458,3.050744344,2.309780331,0.880776416,1.682349854,0.817388363,0.692545933,0.692545933,2.283298954,5880000
1456,11422,41569,77,45,1.34370344466064,16,3,1.03907275005164,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.583658785,0.291171739,1.972032712,0.164336059,0.120507369,1.94258291,0.982298201,0.322826255,0.535697617,6.428371399,71,0.603132705,1.102619405,0.088905459,1.066865513,5.066584766,0.204833541,0.978895862,0.190844557,3.218843387,19.58305027,0.804059783,1.179009912,0.865526346,2.555303564,3.312745438,0.306325713,1.906200764,1.472222391,1.289942733,0.142546513,0.178204648,0.693670953,13200000
1457,11502,41570,86,70,1.53419400667771,38,1,1.03077640640442,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.205460272,0.164368218,1.972418622,0.164368218,0.08906496,1.810828015,0.891510283,0.265295605,0.427229627,5.12675553,71,0.427229627,0.647502759,0.072169249,0.866030993,4.992584365,0.091853272,0.837236995,0.038928812,3.325531375,19.68923945,0.910747771,1.062807452,0.469386979,2.661991553,3.13684236,0.406949438,2.012888752,1.578910379,1.413241917,0.221239997,0.328644025,0.842890182,9366623
1458,11572,41572,58,41,1.29172467272831,32,1,1.03980280900024,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.205460272,0.164368218,1.972418622,0.164368218,0.08906496,1.810828015,0.891510283,0.265295605,0.427229627,5.12675553,71,0.427229627,0.647502759,0.072169249,0.866030993,4.992584365,0.091853272,0.837236995,0.038928812,3.325531375,19.68923945,0.910747771,1.062807452,0.469386979,2.661991553,3.13684236,0.406949438,2.012888752,1.578910379,1.413241917,0.221239997,0.328644025,0.842890182,7800000
1459,13235,41626,42,26,1.02667203119905,5,2,1.03518246953553,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.295586628,0.236469301,0.577955126,0.048162927,0.365449626,1.767603172,0.744600938,0.575156733,0.69378281,8.325393722,71,0.637818332,0.926282332,0.051174166,0.614089993,4.788100026,0.047107391,1.096162495,0.125072552,3.397632457,19.76134053,0.982848853,1.320861588,0.900211972,2.734092635,3.347431065,0.192745404,2.084989834,1.651011461,1.158521455,0.160253631,0.368962558,0.693752359,6700000
1460,13263,41627,61,34,1.37230673358075,22,2,1.03907275005164,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.492940034,0.173157183,2.077886202,0.173157183,0.548458714,2.239791436,0.515670212,0.140171531,1.61704091,19.40449092,81,1.67798806,2.301813068,0.039018373,0.468220481,6.41951637,1.127054544,1.502347778,0.94968754,2.707139115,19.20510295,1.147714818,1.418166327,2.249640057,1.959879277,3.80418844,1.577201175,0.81972777,1.073231178,0.855065671,0.250987993,0.470838066,1.522171642,1e+06
1461,14035,41662,93,45,1.43956870034789,32,2,1.04824671565441,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,2.654152212,1.777564876,21.306072,1.775506,0.154611313,1.403089794,0.186879364,0.074454281,2.146867557,25.76241069,71,2.153368044,3.283334389,0.106057903,1.272694836,6.085471887,1.370588466,1.425022151,1.339000422,1.427289421,20.54630137,1.67108563,0.909663146,2.415761684,0.680029583,2.832657557,1.214485107,1.257209224,2.339248238,0.154611313,0.679801244,0.681402912,0.905412878,31100000
1462,14160,41666,76,44,0.741276311375015,17,3,1.03907275005164,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,1.752960003,1.20702864,14.45963717,1.204969764,0.604569395,1.846161087,0.663859937,0.35443928,1.576331321,18.91597585,71,1.582831808,2.382142181,0.304190433,3.65028519,5.879403512,1.023945573,1.313452577,0.926812146,2.284611216,19.71559551,1.100549394,1.384288089,1.845225448,1.537351378,2.620391633,0.983624375,1.530795734,1.768712002,0.604569395,0.625088814,0.556409404,0.894693277,12900000
1463,15670,41702,79,47,1.162283113884,17,3,1.03907275005164,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,2.097509518,0.976000194,11.71200232,0.976000194,0.322015108,1.671935818,0.375746149,0.232398949,2.01941579,24.23298947,71,2.022868734,3.371257147,0.132217168,1.58660601,6.131125741,1.318985505,1.561590857,1.238628082,1.893299978,20.66811106,1.54058632,1.171578383,2.285262374,1.146040141,2.601279443,1.227975442,1.121665555,1.714205311,0.322015108,0.727435391,0.812909355,1.022393883,18900000
1464,16592,41724,74,46,1.02667203119905,17,3,1.03907275005164,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,1.682065387,0.91655586,10.99867032,0.91655586,0.547944259,1.874937602,0.595882,0.342800718,1.66999713,20.03996556,71,1.757648061,2.840168879,0.286080562,3.43296674,6.053208053,1.187543453,1.336253444,1.071781567,2.220525169,20.83033619,1.275365647,1.386320117,2.020041701,1.473265332,2.763504574,1.158645084,1.466709687,1.654760977,0.547944259,0.542317683,0.603117429,1.049431541,1.6e+07
1465,16948,41732,83,54,0.959134838920824,8,3,1.03907275005164,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.82096545,0.321052413,3.852628956,0.321052413,0.176790335,2.352152047,0.518975886,0.149141523,2.188311751,26.25974102,81,2.192886161,3.160757641,0.038186534,0.458238408,6.75841714,0.95574005,1.469792874,0.545686632,3.46154472,19.72000105,1.701688593,1.51283641,2.803613833,2.714284882,2.532949968,1.977156314,0.362982039,1.588129279,1.144812545,0.456258851,0.456258851,1.944839925,18600000
1466,17110,41737,45,27,0.869741686191944,9,2,1.03756761440495,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,2.061934002,0.834079392,10.0089527,0.834079392,0.610331286,1.835397699,0.012191679,0.575452059,2.177041391,26.1244967,81,2.177041391,3.740636505,0.164054918,1.968659012,6.758675631,1.574121794,1.89190504,0.940831162,2.70695443,19.70415628,1.646768149,0.920781016,2.108280941,1.959694592,3.458426569,1.857254938,0.186461546,1.572284509,0.709146291,0.758608636,0.937110316,1.666775848,1e+06
1468,17621,41748,56,33,0.526589034139044,6,1,1.03907275005164,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,1.239834174,0.812274306,9.747291675,0.812274306,0.476263346,1.773972834,0.165054495,0.046477634,2.531354039,30.37624847,40,2.531354039,3.289661482,0.173125135,2.077501622,7.255024456,1.441522018,1.593984277,0.393801205,3.916025859,20.23577757,2.456519305,1.061533098,2.162258359,3.912769056,1.683347973,2.259733291,0.722870909,2.1039058,1.238746657,1.046320206,0.709638263,2.110143441,10800000
1469,17657,41750,30,26.1157756196942,0.959134838920824,4,1,1.03077640640442,1,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,2.799913755,1.929958952,19.97654992,1.664712494,0.64467372,0.761434974,0.237970949,0.528242047,3.204570874,38.45485048,71,3.21107136,4.203563541,0.545339385,6.544072618,6.286366992,0.769941253,1.683368646,1.897007502,0.912540639,14.79451837,2.728788947,0.227573361,1.648208506,0.852833703,2.264254703,1.642261977,2.241504063,2.897319963,0.64467372,0.177306233,0.370666479,1.180619649,5517225
1470,18366,41772,35,19,1.27114984828473,12,1,1.03832798286476,0,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,0.891630804,0.521998539,6.263982468,0.521998539,0.533806834,2.019710724,0.192182792,0.456472301,1.864960539,22.37952647,81,1.864960539,2.570333307,0.191761766,2.30114119,6.636175063,1.411379556,1.749046451,0.966466398,2.894111594,19.39207543,1.334687297,1.100557623,2.436612536,2.146851757,3.99116092,1.745260846,0.51354947,1.260203657,0.727112213,0.574301764,0.761150512,1.598974485,7600000
1471,18418,41773,42,36.5620858675719,1.02667203119905,5,2,1.03077640640442,1,56535,0.063647724,0.236108458,4694,6.96548906271719,3893,0,3,0,10,0.405360046442111,0,0,80791,4694,3893,10084,14636,8108,38,2,3,122,1,5,163,47,50,2.799913755,1.929958952,19.97654992,1.664712494,0.64467372,0.761434974,0.237970949,0.528242047,3.204570874,38.45485048,71,3.21107136,4.203563541,0.545339385,6.544072618,6.286366992,0.769941253,1.683368646,1.897007502,0.912540639,14.79451837,2.728788947,0.227573361,1.648208506,0.852833703,2.264254703,1.642261977,2.241504063,2.897319963,0.64467372,0.177306233,0.370666479,1.180619649,8425620
