"id","timestamp","month","day","year","monthYear","price_doc"
6837,2013-03-27,"03","27","2013","201303",3967500
7015,2013-04-03,"04","03","2013","201304",3002124
7108,2013-04-06,"04","06","2013","201304",3133100
7226,2013-04-11,"04","11","2013","201304",5375210
7235,2013-04-11,"04","11","2013","201304",3200000
7310,2013-04-15,"04","15","2013","201304",3553553
7446,2013-04-18,"04","18","2013","201304",38154376
7458,2013-04-19,"04","19","2013","201304",5277000
7508,2013-04-22,"04","22","2013","201304",6878949
7556,2013-04-23,"04","23","2013","201304",4941720
7563,2013-04-23,"04","23","2013","201304",5252520
7897,2013-05-14,"05","14","2013","201305",6157545
7946,2013-05-16,"05","16","2013","201305",4027547
7980,2013-05-17,"05","17","2013","201305",13300000
7982,2013-05-17,"05","17","2013","201305",4060800
8128,2013-05-24,"05","24","2013","201305",7243819
8264,2013-05-31,"05","31","2013","201305",7242700
8419,2013-06-10,"06","10","2013","201306",10400000
8464,2013-06-11,"06","11","2013","201306",5320482
8826,2013-07-01,"07","01","2013","201307",32637000
8898,2013-07-03,"07","03","2013","201307",22300000
9064,2013-07-09,"07","09","2013","201307",6105401
9164,2013-07-12,"07","12","2013","201307",24435000
9252,2013-07-17,"07","17","2013","201307",11123494
9275,2013-07-17,"07","17","2013","201307",6565948
9277,2013-07-17,"07","17","2013","201307",4724705
9284,2013-07-17,"07","17","2013","201307",6268100
9314,2013-07-18,"07","18","2013","201307",6864000
9447,2013-07-25,"07","25","2013","201307",19900000
9480,2013-07-26,"07","26","2013","201307",5712832
9631,2013-08-05,"08","05","2013","201308",3700000
9643,2013-08-06,"08","06","2013","201308",5579521
9816,2013-08-14,"08","14","2013","201308",5726378
9972,2013-08-21,"08","21","2013","201308",4777500
10045,2013-08-23,"08","23","2013","201308",3772192
10078,2013-08-26,"08","26","2013","201308",3410000
10084,2013-08-27,"08","27","2013","201308",5903808
10149,2013-08-29,"08","29","2013","201308",5619060
10265,2013-09-04,"09","04","2013","201309",29040000
10329,2013-09-06,"09","06","2013","201309",7343044
10396,2013-09-10,"09","10","2013","201309",5824170
10483,2013-09-13,"09","13","2013","201309",5903808
10512,2013-09-14,"09","14","2013","201309",6700000
10571,2013-09-17,"09","17","2013","201309",3422309
10584,2013-09-18,"09","18","2013","201309",4244188
10595,2013-09-18,"09","18","2013","201309",4056520
10654,2013-09-23,"09","23","2013","201309",7725974
10677,2013-09-24,"09","24","2013","201309",5581796
10698,2013-09-24,"09","24","2013","201309",4258400
10749,2013-09-25,"09","25","2013","201309",3362009
10790,2013-09-27,"09","27","2013","201309",6051476
10804,2013-09-27,"09","27","2013","201309",6030128
10841,2013-09-30,"09","30","2013","201309",14406287
10952,2013-10-03,"10","03","2013","201310",5850369
10983,2013-10-04,"10","04","2013","201310",7600000
10987,2013-10-04,"10","04","2013","201310",4416345
11007,2013-10-04,"10","04","2013","201310",4317790
11040,2013-10-07,"10","07","2013","201310",18300000
11044,2013-10-07,"10","07","2013","201310",8118380
11082,2013-10-08,"10","08","2013","201310",6453991
11099,2013-10-09,"10","09","2013","201310",2750000
11131,2013-10-09,"10","09","2013","201310",4024577
11183,2013-10-11,"10","11","2013","201310",4610627
11198,2013-10-12,"10","12","2013","201310",4941388
11219,2013-10-14,"10","14","2013","201310",5500352
11260,2013-10-15,"10","15","2013","201310",3689800
11347,2013-10-18,"10","18","2013","201310",7396800
11365,2013-10-19,"10","19","2013","201310",3229589
11401,2013-10-21,"10","21","2013","201310",6564471
11433,2013-10-22,"10","22","2013","201310",9050000
11460,2013-10-22,"10","22","2013","201310",4945261
11626,2013-10-28,"10","28","2013","201310",14600000
11672,2013-10-29,"10","29","2013","201310",5903808
11675,2013-10-30,"10","30","2013","201310",7069390
11679,2013-10-30,"10","30","2013","201310",5504320
11748,2013-10-31,"10","31","2013","201310",5678100
11784,2013-11-02,"11","02","2013","201311",5764128
11933,2013-11-08,"11","08","2013","201311",4821758
12082,2013-11-13,"11","13","2013","201311",14900000
12105,2013-11-13,"11","13","2013","201311",3831615
12137,2013-11-14,"11","14","2013","201311",4138020
12191,2013-11-15,"11","15","2013","201311",3144298
12205,2013-11-15,"11","15","2013","201311",3841298
12252,2013-11-18,"11","18","2013","201311",8074745
12285,2013-11-19,"11","19","2013","201311",32500000
12319,2013-11-20,"11","20","2013","201311",6496000
12368,2013-11-21,"11","21","2013","201311",6176051
12389,2013-11-21,"11","21","2013","201311",4869994
12607,2013-11-28,"11","28","2013","201311",4138020
12706,2013-12-02,"12","02","2013","201312",5550000
12711,2013-12-02,"12","02","2013","201312",5154704
12740,2013-12-03,"12","03","2013","201312",4107950
12787,2013-12-04,"12","04","2013","201312",3184763
12865,2013-12-06,"12","06","2013","201312",29047260
12931,2013-12-09,"12","09","2013","201312",6056000
13006,2013-12-11,"12","11","2013","201312",5326755
13021,2013-12-12,"12","12","2013","201312",8100000
13024,2013-12-12,"12","12","2013","201312",7350000
13072,2013-12-12,"12","12","2013","201312",5481371
13127,2013-12-16,"12","16","2013","201312",7060923
13409,2013-12-25,"12","25","2013","201312",4112500
13411,2013-12-25,"12","25","2013","201312",2847100
13564,2013-12-31,"12","31","2013","201312",4214650
13682,2014-01-13,"01","13","2014","201401",4252965
13705,2014-01-14,"01","14","2014","201401",4252965
13730,2014-01-15,"01","15","2014","201401",6321896
13801,2014-01-16,"01","16","2014","201401",3731443
13941,2014-01-21,"01","21","2014","201401",4412844
13954,2014-01-21,"01","21","2014","201401",2938008
13987,2014-01-22,"01","22","2014","201401",13500000
14032,2014-01-23,"01","23","2014","201401",5108303
14047,2014-01-23,"01","23","2014","201401",4840500
14122,2014-01-25,"01","25","2014","201401",18500000
14136,2014-01-27,"01","27","2014","201401",2176447
14331,2014-01-30,"01","30","2014","201401",5042798
14545,2014-02-04,"02","04","2014","201402",2938008
14694,2014-02-06,"02","06","2014","201402",6755240
14695,2014-02-06,"02","06","2014","201402",6085800
14712,2014-02-07,"02","07","2014","201402",7115197
14751,2014-02-08,"02","08","2014","201402",2552421
14791,2014-02-10,"02","10","2014","201402",4328858
14874,2014-02-11,"02","11","2014","201402",4935000
14980,2014-02-13,"02","13","2014","201402",4851000
15042,2014-02-14,"02","14","2014","201402",6175472
15077,2014-02-17,"02","17","2014","201402",6340000
15106,2014-02-17,"02","17","2014","201402",4534920
15139,2014-02-18,"02","18","2014","201402",6493056
15157,2014-02-18,"02","18","2014","201402",5687000
15242,2014-02-20,"02","20","2014","201402",18800000
15281,2014-02-20,"02","20","2014","201402",4969190
15291,2014-02-21,"02","21","2014","201402",13400000
15294,2014-02-21,"02","21","2014","201402",2663984
15309,2014-02-21,"02","21","2014","201402",27000000
15356,2014-02-24,"02","24","2014","201402",11416568
15369,2014-02-25,"02","25","2014","201402",7000134
15518,2014-02-27,"02","27","2014","201402",4399200
15547,2014-02-28,"02","28","2014","201402",6858739
15699,2014-03-04,"03","04","2014","201403",3000000
15743,2014-03-05,"03","05","2014","201403",7682400
15760,2014-03-05,"03","05","2014","201403",4370781
15884,2014-03-11,"03","11","2014","201403",4672494
15929,2014-03-12,"03","12","2014","201403",8265414
15968,2014-03-13,"03","13","2014","201403",3846600
15989,2014-03-13,"03","13","2014","201403",2622250
16017,2014-03-13,"03","13","2014","201403",11800000
16022,2014-03-14,"03","14","2014","201403",4354000
16098,2014-03-17,"03","17","2014","201403",5710756
16145,2014-03-18,"03","18","2014","201403",5872409
16155,2014-03-18,"03","18","2014","201403",6422050
16176,2014-03-18,"03","18","2014","201403",6364800
16229,2014-03-19,"03","19","2014","201403",2200000
16276,2014-03-20,"03","20","2014","201403",11416568
16281,2014-03-20,"03","20","2014","201403",1886643
16295,2014-03-20,"03","20","2014","201403",4238306
16544,2014-03-26,"03","26","2014","201403",3890818
16552,2014-03-26,"03","26","2014","201403",1999385
16607,2014-03-27,"03","27","2014","201403",4648932
16615,2014-03-27,"03","27","2014","201403",6979776
16617,2014-03-27,"03","27","2014","201403",4400000
16820,2014-04-01,"04","01","2014","201404",4582197
16821,2014-04-01,"04","01","2014","201404",13950000
17210,2014-04-10,"04","10","2014","201404",7400000
17211,2014-04-10,"04","10","2014","201404",6592000
17276,2014-04-11,"04","11","2014","201404",3868800
17396,2014-04-14,"04","14","2014","201404",6375700
17473,2014-04-16,"04","16","2014","201404",7297950
17483,2014-04-16,"04","16","2014","201404",4400000
17775,2014-04-23,"04","23","2014","201404",5313000
17843,2014-04-24,"04","24","2014","201404",5220756
17854,2014-04-24,"04","24","2014","201404",17000000
17875,2014-04-25,"04","25","2014","201404",6848000
17943,2014-04-28,"04","28","2014","201404",5410484
18113,2014-05-05,"05","05","2014","201405",3941493
18217,2014-05-07,"05","07","2014","201405",8048950
18320,2014-05-12,"05","12","2014","201405",4890600
18375,2014-05-13,"05","13","2014","201405",5335000
18380,2014-05-13,"05","13","2014","201405",6962776
18437,2014-05-14,"05","14","2014","201405",6272000
18497,2014-05-16,"05","16","2014","201405",5087221
18575,2014-05-19,"05","19","2014","201405",4095960
18603,2014-05-19,"05","19","2014","201405",6675730
18757,2014-05-22,"05","22","2014","201405",6482506
18865,2014-05-26,"05","26","2014","201405",5588313
18892,2014-05-26,"05","26","2014","201405",20250000
18977,2014-05-27,"05","27","2014","201405",13400000
19039,2014-05-28,"05","28","2014","201405",6085800
19066,2014-05-29,"05","29","2014","201405",9350000
19091,2014-05-29,"05","29","2014","201405",6100900
19202,2014-05-31,"05","31","2014","201405",7477400
19267,2014-06-03,"06","03","2014","201406",4640000
19278,2014-06-03,"06","03","2014","201406",2170303
19288,2014-06-03,"06","03","2014","201406",6800000
19308,2014-06-03,"06","03","2014","201406",4000000
19312,2014-06-04,"06","04","2014","201406",7323200
19346,2014-06-04,"06","04","2014","201406",5798496
19366,2014-06-05,"06","05","2014","201406",5112656
19396,2014-06-05,"06","05","2014","201406",4640000
19448,2014-06-06,"06","06","2014","201406",16840000
19532,2014-06-10,"06","10","2014","201406",5793490
19721,2014-06-17,"06","17","2014","201406",7084000
19754,2014-06-18,"06","18","2014","201406",6334200
19830,2014-06-19,"06","19","2014","201406",2199436
19856,2014-06-19,"06","19","2014","201406",7109155
19888,2014-06-20,"06","20","2014","201406",4960532
19909,2014-06-20,"06","20","2014","201406",6559300
19958,2014-06-23,"06","23","2014","201406",5138208
20028,2014-06-24,"06","24","2014","201406",16081900
20145,2014-06-25,"06","25","2014","201406",12750000
20172,2014-06-26,"06","26","2014","201406",6074821
20248,2014-06-27,"06","27","2014","201406",6106095
20259,2014-06-27,"06","27","2014","201406",4301000
20275,2014-06-27,"06","27","2014","201406",42750000
20276,2014-06-27,"06","27","2014","201406",7472293
20376,2014-06-30,"06","30","2014","201406",5845213
20500,2014-07-01,"07","01","2014","201407",4720000
20509,2014-07-01,"07","01","2014","201407",6528000
20511,2014-07-01,"07","01","2014","201407",4582000
20584,2014-07-04,"07","04","2014","201407",4578400
20639,2014-07-07,"07","07","2014","201407",4231500
20707,2014-07-09,"07","09","2014","201407",5842100
20736,2014-07-10,"07","10","2014","201407",4720000
20760,2014-07-10,"07","10","2014","201407",4720000
20801,2014-07-11,"07","11","2014","201407",3060006
20807,2014-07-12,"07","12","2014","201407",5030984
21164,2014-07-30,"07","30","2014","201407",4740000
21283,2014-08-04,"08","04","2014","201408",8200000
21517,2014-08-14,"08","14","2014","201408",2598328
21527,2014-08-14,"08","14","2014","201408",7270038
21712,2014-08-20,"08","20","2014","201408",3136270
21741,2014-08-21,"08","21","2014","201408",2199436
21746,2014-08-21,"08","21","2014","201408",5472000
21835,2014-08-23,"08","23","2014","201408",1585170
21837,2014-08-25,"08","25","2014","201408",6326787
21875,2014-08-26,"08","26","2014","201408",6478000
21924,2014-08-27,"08","27","2014","201408",7267500
21937,2014-08-27,"08","27","2014","201408",3954879
21984,2014-08-28,"08","28","2014","201408",4740000
22023,2014-08-29,"08","29","2014","201408",7100000
22088,2014-09-01,"09","01","2014","201409",4800000
22173,2014-09-03,"09","03","2014","201409",5473469
22179,2014-09-03,"09","03","2014","201409",6592000
22262,2014-09-05,"09","05","2014","201409",5482109
22291,2014-09-08,"09","08","2014","201409",4440557
22311,2014-09-08,"09","08","2014","201409",8813112
22318,2014-09-08,"09","08","2014","201409",5748950
22341,2014-09-09,"09","09","2014","201409",7263300
22458,2014-09-12,"09","12","2014","201409",7013160
22513,2014-09-15,"09","15","2014","201409",5147642
22516,2014-09-15,"09","15","2014","201409",3886607
22549,2014-09-16,"09","16","2014","201409",1920412
22578,2014-09-16,"09","16","2014","201409",4583436
22636,2014-09-18,"09","18","2014","201409",7000000
22645,2014-09-18,"09","18","2014","201409",9200000
22675,2014-09-19,"09","19","2014","201409",2935219
22697,2014-09-19,"09","19","2014","201409",55000000
22700,2014-09-19,"09","19","2014","201409",3308972
22728,2014-09-20,"09","20","2014","201409",4403610
22732,2014-09-20,"09","20","2014","201409",3164406
22735,2014-09-20,"09","20","2014","201409",6592000
22761,2014-09-22,"09","22","2014","201409",6592000
22780,2014-09-22,"09","22","2014","201409",39551828
22788,2014-09-23,"09","23","2014","201409",4725142
22809,2014-09-23,"09","23","2014","201409",4740000
22880,2014-09-24,"09","24","2014","201409",2199436
22902,2014-09-25,"09","25","2014","201409",7086741
22907,2014-09-25,"09","25","2014","201409",9818563
23038,2014-09-29,"09","29","2014","201409",4071778
23145,2014-09-30,"09","30","2014","201409",3202908
23166,2014-10-01,"10","01","2014","201410",16600000
23214,2014-10-02,"10","02","2014","201410",7731612
23230,2014-10-03,"10","03","2014","201410",8445450
23275,2014-10-06,"10","06","2014","201410",7722400
23293,2014-10-06,"10","06","2014","201410",6973392
23303,2014-10-06,"10","06","2014","201410",7200000
23487,2014-10-13,"10","13","2014","201410",6657000
23491,2014-10-13,"10","13","2014","201410",6923820
23549,2014-10-14,"10","14","2014","201410",2602673
23553,2014-10-14,"10","14","2014","201410",22000000
23556,2014-10-14,"10","14","2014","201410",7187469
23565,2014-10-14,"10","14","2014","201410",4819000
23628,2014-10-16,"10","16","2014","201410",7899600
23634,2014-10-16,"10","16","2014","201410",4410000
23635,2014-10-16,"10","16","2014","201410",4452000
23673,2014-10-17,"10","17","2014","201410",4394688
23675,2014-10-17,"10","17","2014","201410",3897660
23679,2014-10-17,"10","17","2014","201410",3221905
23828,2014-10-22,"10","22","2014","201410",4446269
23858,2014-10-22,"10","22","2014","201410",4890260
23860,2014-10-22,"10","22","2014","201410",3004036
23862,2014-10-22,"10","22","2014","201410",5411262
23965,2014-10-27,"10","27","2014","201410",6552000
23977,2014-10-27,"10","27","2014","201410",4994049
23981,2014-10-27,"10","27","2014","201410",4638182
24024,2014-10-28,"10","28","2014","201410",7293000
24082,2014-10-29,"10","29","2014","201410",5722730
24118,2014-10-29,"10","29","2014","201410",3396443
24324,2014-11-05,"11","05","2014","201411",6234154
24335,2014-11-05,"11","05","2014","201411",5270850
24399,2014-11-07,"11","07","2014","201411",18000000
24405,2014-11-07,"11","07","2014","201411",6347240
24418,2014-11-07,"11","07","2014","201411",10167489
24424,2014-11-07,"11","07","2014","201411",5331642
24561,2014-11-11,"11","11","2014","201411",3665118
24610,2014-11-12,"11","12","2014","201411",8135424
24690,2014-11-13,"11","13","2014","201411",3534660
24694,2014-11-13,"11","13","2014","201411",3120697
24736,2014-11-14,"11","14","2014","201411",6720000
24810,2014-11-17,"11","17","2014","201411",15500000
24847,2014-11-18,"11","18","2014","201411",6581700
24964,2014-11-19,"11","19","2014","201411",4559207
25159,2014-11-24,"11","24","2014","201411",15800000
25208,2014-11-24,"11","24","2014","201411",6146400
25290,2014-11-25,"11","25","2014","201411",6520500
25291,2014-11-25,"11","25","2014","201411",4650000
25360,2014-11-26,"11","26","2014","201411",6348344
25383,2014-11-27,"11","27","2014","201411",2254821
25529,2014-11-29,"11","29","2014","201411",6656000
25666,2014-12-02,"12","02","2014","201412",7419500
25667,2014-12-02,"12","02","2014","201412",6192373
25681,2014-12-02,"12","02","2014","201412",7809000
25700,2014-12-03,"12","03","2014","201412",5110010
25847,2014-12-04,"12","04","2014","201412",4668821
25913,2014-12-05,"12","05","2014","201412",6458400
25927,2014-12-06,"12","06","2014","201412",4394688
25943,2014-12-06,"12","06","2014","201412",7239838
25978,2014-12-08,"12","08","2014","201412",6464863
26020,2014-12-08,"12","08","2014","201412",5347960
26050,2014-12-09,"12","09","2014","201412",6509505
26062,2014-12-09,"12","09","2014","201412",4668821
26071,2014-12-09,"12","09","2014","201412",19900000
26077,2014-12-09,"12","09","2014","201412",2117332
26152,2014-12-09,"12","09","2014","201412",7381500
26197,2014-12-10,"12","10","2014","201412",5191137
26313,2014-12-12,"12","12","2014","201412",7419500
26384,2014-12-13,"12","13","2014","201412",5754164
26406,2014-12-15,"12","15","2014","201412",6850000
26440,2014-12-15,"12","15","2014","201412",6709500
26462,2014-12-15,"12","15","2014","201412",29600000
26480,2014-12-16,"12","16","2014","201412",5173701
26490,2014-12-16,"12","16","2014","201412",35000000
26589,2014-12-16,"12","16","2014","201412",6146400
26590,2014-12-16,"12","16","2014","201412",8341515
26606,2014-12-16,"12","16","2014","201412",6541500
26633,2014-12-17,"12","17","2014","201412",4569819
26644,2014-12-17,"12","17","2014","201412",6205500
26647,2014-12-17,"12","17","2014","201412",6552000
26649,2014-12-17,"12","17","2014","201412",6800000
26678,2014-12-17,"12","17","2014","201412",6552000
26686,2014-12-17,"12","17","2014","201412",4872880
26687,2014-12-17,"12","17","2014","201412",5577808
26695,2014-12-17,"12","17","2014","201412",3802010
26730,2014-12-18,"12","18","2014","201412",6720000
26750,2014-12-18,"12","18","2014","201412",6205500
26768,2014-12-18,"12","18","2014","201412",14551800
26787,2014-12-18,"12","18","2014","201412",13650000
26823,2014-12-18,"12","18","2014","201412",13800000
26903,2014-12-19,"12","19","2014","201412",8250000
26991,2014-12-21,"12","21","2014","201412",8800000
26997,2014-12-21,"12","21","2014","201412",6520500
27002,2014-12-21,"12","21","2014","201412",5676039
27079,2014-12-23,"12","23","2014","201412",6709500
27084,2014-12-24,"12","24","2014","201412",7419500
27149,2014-12-25,"12","25","2014","201412",40000000
27198,2014-12-29,"12","29","2014","201412",12900000
27212,2014-12-30,"12","30","2014","201412",3273300
27273,2015-01-13,"01","13","2015","201501",6552000
27288,2015-01-14,"01","14","2015","201501",6205500
27335,2015-01-16,"01","16","2015","201501",7419500
27347,2015-01-19,"01","19","2015","201501",6520500
27352,2015-01-19,"01","19","2015","201501",6552000
27368,2015-01-19,"01","19","2015","201501",4008916
27384,2015-01-20,"01","20","2015","201501",6552000
27420,2015-01-21,"01","21","2015","201501",8219303
27450,2015-01-22,"01","22","2015","201501",6720000
27483,2015-01-23,"01","23","2015","201501",5432000
27491,2015-01-24,"01","24","2015","201501",4542890
27607,2015-01-29,"01","29","2015","201501",6014500
27608,2015-01-29,"01","29","2015","201501",6008204
27651,2015-01-31,"01","31","2015","201501",2543433
27729,2015-02-04,"02","04","2015","201502",8656970
27766,2015-02-06,"02","06","2015","201502",8150000
27789,2015-02-09,"02","09","2015","201502",6614400
27798,2015-02-09,"02","09","2015","201502",5333303
27855,2015-02-11,"02","11","2015","201502",8786379
27867,2015-02-12,"02","12","2015","201502",6421347
27913,2015-02-16,"02","16","2015","201502",6784000
27995,2015-02-19,"02","19","2015","201502",4209255
28048,2015-02-24,"02","24","2015","201502",6614400
28097,2015-02-26,"02","26","2015","201502",17900000
28105,2015-02-26,"02","26","2015","201502",12000000
28127,2015-02-27,"02","27","2015","201502",13500000
28147,2015-03-02,"03","02","2015","201503",6699000
28207,2015-03-04,"03","04","2015","201503",6709500
28224,2015-03-05,"03","05","2015","201503",6488026
28240,2015-03-05,"03","05","2015","201503",8200000
28267,2015-03-07,"03","07","2015","201503",6552000
28346,2015-03-13,"03","13","2015","201503",6264600
28360,2015-03-14,"03","14","2015","201503",6520500
28364,2015-03-14,"03","14","2015","201503",6520500
28450,2015-03-19,"03","19","2015","201503",19350000
28470,2015-03-19,"03","19","2015","201503",4414400
28504,2015-03-20,"03","20","2015","201503",5040000
28505,2015-03-21,"03","21","2015","201503",6283459
28515,2015-03-23,"03","23","2015","201503",4486500
28540,2015-03-23,"03","23","2015","201503",4629927
28542,2015-03-23,"03","23","2015","201503",6264600
28548,2015-03-23,"03","23","2015","201503",6538285
28614,2015-03-25,"03","25","2015","201503",5279820
28625,2015-03-26,"03","26","2015","201503",29700000
28687,2015-03-28,"03","28","2015","201503",3339587
28735,2015-03-31,"03","31","2015","201503",6773400
28738,2015-03-31,"03","31","2015","201503",4940800
28845,2015-04-03,"04","03","2015","201504",3235879
28855,2015-04-03,"04","03","2015","201504",7259103
28863,2015-04-03,"04","03","2015","201504",9000000
28899,2015-04-06,"04","06","2015","201504",5335800
28940,2015-04-07,"04","07","2015","201504",5847544
28989,2015-04-08,"04","08","2015","201504",7572180
29008,2015-04-09,"04","09","2015","201504",17150000
29025,2015-04-10,"04","10","2015","201504",6699000
29053,2015-04-10,"04","10","2015","201504",6223861
29065,2015-04-11,"04","11","2015","201504",9700000
29066,2015-04-11,"04","11","2015","201504",1858668
29067,2015-04-11,"04","11","2015","201504",4902262
29097,2015-04-13,"04","13","2015","201504",10450000
29166,2015-04-16,"04","16","2015","201504",4200000
29187,2015-04-16,"04","16","2015","201504",6699000
29204,2015-04-17,"04","17","2015","201504",6685941
29246,2015-04-20,"04","20","2015","201504",5099096
29269,2015-04-20,"04","20","2015","201504",6541500
29297,2015-04-21,"04","21","2015","201504",4620233
29304,2015-04-22,"04","22","2015","201504",4209823
29429,2015-04-27,"04","27","2015","201504",4022400
29498,2015-04-30,"04","30","2015","201504",2543433
29518,2015-04-30,"04","30","2015","201504",5873494
29540,2015-05-05,"05","05","2015","201505",6614400
29568,2015-05-06,"05","06","2015","201505",3020522
29585,2015-05-07,"05","07","2015","201505",7179999
29613,2015-05-08,"05","08","2015","201505",4633984
29652,2015-05-12,"05","12","2015","201505",5376221
29656,2015-05-12,"05","12","2015","201505",3684562
29657,2015-05-12,"05","12","2015","201505",3698370
29813,2015-05-20,"05","20","2015","201505",5598985
29880,2015-05-22,"05","22","2015","201505",5598985
29899,2015-05-23,"05","23","2015","201505",5160747
29926,2015-05-25,"05","25","2015","201505",5598985
29933,2015-05-26,"05","26","2015","201505",8021301
29966,2015-05-27,"05","27","2015","201505",5598985
29972,2015-05-27,"05","27","2015","201505",4384630
