"","row","column","cor","p"
"1766","railroad_km","swim_pool_km",0.721898812643475,0
"1947","bus_terminal_avto_km","basketball_km",0.720966746750168,0
"1031","school_km","railroad_station_walk_min",0.720494935663852,0
"987","school_km","railroad_station_walk_km",0.720494935656486,0
"2211","workplaces_km","shopping_centers_km",0.71629058934749,0
"2271","swim_pool_km","office_km",0.715131658825414,0
"2316","metro_km_avto","big_church_km",0.710818346085068,0
"526","build_count_frame","build_count_1921.1945",0.706751183323013,0
"2318","metro_km_walk","big_church_km",0.70673025528664,0
"2317","metro_min_walk","big_church_km",0.706730255282065,0
"2275","public_healthcare_km","office_km",0.703623943981848,0
"2320","park_km","big_church_km",0.70088235062827,0
"2002","railroad_station_avto_min","public_healthcare_km",0.694388362804316,0
"1951","swim_pool_km","basketball_km",0.693572880066082,0
"2277","workplaces_km","office_km",0.68934538833366,0
"2315","metro_min_avto","big_church_km",0.687457366130338,0
"2191","railroad_station_walk_min","shopping_centers_km",0.686400967805013,0
"2190","railroad_station_walk_km","shopping_centers_km",0.68640096780134,0
"2068","kremlin_km","university_km",0.68558230338213,0
"2193","railroad_station_avto_km","shopping_centers_km",0.683040323164414,0
"1757","railroad_station_walk_min","swim_pool_km",0.681365610595133,0
"1756","railroad_station_walk_km","swim_pool_km",0.68136561058676,0
"2194","railroad_station_avto_min","shopping_centers_km",0.679173737627208,0
"2008","railroad_km","public_healthcare_km",0.678798835965563,0
"575","children_school","build_count_1971.1995",0.677555417337626,0
"585","X7_14_all","build_count_1971.1995",0.677555417337626,0
"2079","basketball_km","university_km",0.677295972303244,0
"2339","ice_rink_km","big_church_km",0.674518606836677,0
"2139","fitness_km","workplaces_km",0.672575413333533,0
"1537","kremlin_km","bus_terminal_avto_km",0.671993841778088,0
"1886","bus_terminal_avto_km","stadium_km",0.671128187318905,0
"1759","railroad_station_avto_km","swim_pool_km",0.669712557232091,0
"2001","railroad_station_avto_km","public_healthcare_km",0.667616603387589,0
"586","X0_17_all","build_count_1971.1995",0.667484006467195,0
"1830","swim_pool_km","ice_rink_km",0.66662146383637,0
"2057","school_km","university_km",0.665975380370099,0
"1760","railroad_station_avto_min","swim_pool_km",0.665407196644016,0
"1750","metro_min_walk","swim_pool_km",0.665283911577236,0
"1751","metro_km_walk","swim_pool_km",0.665283911565638,0
"2129","railroad_station_avto_min","workplaces_km",0.664701347903298,0
"588","X0_13_all","build_count_1971.1995",0.66446025022138,0
"19","life_sq","num_room",0.663882044716915,0
"2132","kremlin_km","workplaces_km",0.663732657209589,0
"1749","metro_km_avto","swim_pool_km",0.660181527513267,0
"574","preschool_quota","build_count_1971.1995",0.659456389581631,0
"2206","ice_rink_km","shopping_centers_km",0.658665058239435,0
"2330","kremlin_km","big_church_km",0.657775617863745,0
"1991","metro_km_avto","public_healthcare_km",0.650099638642146,0
"573","children_preschool","build_count_1971.1995",0.648303287551325,0
"584","X0_6_all","build_count_1971.1995",0.648303287551325,0
"1992","metro_min_walk","public_healthcare_km",0.646122021317997,0
"1993","metro_km_walk","public_healthcare_km",0.646122021311817,0
"495","build_count_frame","build_count_before_1920",0.644814334026464,0
"1753","park_km","swim_pool_km",0.644367570148762,0
"819","metro_min_walk","school_km",0.643742769066617,0
"820","metro_km_walk","school_km",0.643742769055408,0
"2266","railroad_km","office_km",0.643448533034918,0
"2078","stadium_km","university_km",0.640654239835099,0
"1999","railroad_station_walk_min","public_healthcare_km",0.639218982247743,0
"1998","railroad_station_walk_km","public_healthcare_km",0.63921898224069,0
"117","children_preschool","healthcare_centers_raion",0.634961525503335,0
"247","healthcare_centers_raion","X0_6_all",0.634961525503335,0
"818","metro_km_avto","school_km",0.634283262928627,0
"2128","railroad_station_avto_km","workplaces_km",0.633931306255743,0
"1952","ice_rink_km","basketball_km",0.633467702246673,0
"579","shopping_centers_raion","build_count_1971.1995",0.632773924126102,0
"861","school_km","park_km",0.631701231260759,0
"2142","stadium_km","workplaces_km",0.630594233743081,0
"2076","swim_pool_km","university_km",0.628823714858158,0
"1945","big_road2_km","basketball_km",0.625293666620535,0
"2343","university_km","big_church_km",0.623290094370146,0
"2260","railroad_station_avto_min","office_km",0.619882737335601,0
"341","healthcare_centers_raion","X0_13_all",0.619742744676323,0
"2005","kremlin_km","public_healthcare_km",0.6189764828515,0
"2340","stadium_km","big_church_km",0.617506524351466,0
"1990","metro_min_avto","public_healthcare_km",0.616210105282983,0
"620","X0_17_all","build_count_after_1995",0.613961500294829,0
"1748","metro_min_avto","swim_pool_km",0.613913571147574,0
"1420","park_km","big_road2_km",0.613909660700499,0
"609","children_school","build_count_after_1995",0.612852785938244,0
"619","X7_14_all","build_count_after_1995",0.612852785938244,0
"2118","metro_km_avto","workplaces_km",0.612515496979458,0
"622","X0_13_all","build_count_after_1995",0.612459290751604,0
"2208","basketball_km","shopping_centers_km",0.61236692307778,0
"292","healthcare_centers_raion","X0_17_all",0.611715738848621,0
"2135","railroad_km","workplaces_km",0.611068840616322,0
"607","children_preschool","build_count_after_1995",0.610357181309045,0
"618","X0_6_all","build_count_after_1995",0.610357181309045,0
"2119","metro_min_walk","workplaces_km",0.610318512823607,0
"2120","metro_km_walk","workplaces_km",0.610318512809534,0
"2272","ice_rink_km","office_km",0.610139676225654,0
"1950","fitness_km","basketball_km",0.609749530532026,0
"152","healthcare_centers_raion","shopping_centers_raion",0.605266916525866,0
"2126","railroad_station_walk_min","workplaces_km",0.605002390718069,0
"2125","railroad_station_walk_km","workplaces_km",0.605002390711673,0
"561","build_count_1921.1945","build_count_1946.1970",0.601967939826576,0
"527","build_count_brick","build_count_1921.1945",0.601963949521406,0
"1940","railroad_station_avto_min","basketball_km",0.601079492650375,0
"1427","railroad_station_avto_min","big_road2_km",0.600933819678984,0
"2257","railroad_station_walk_min","office_km",0.600179116357737,0
"2256","railroad_station_walk_km","office_km",0.600179116354549,0
"2276","university_km","office_km",0.599772895427095,0
"1995","park_km","public_healthcare_km",0.599182752422398,0
"2075","fitness_km","university_km",0.598061060602897,0
"2184","metro_min_walk","shopping_centers_km",0.59731961163275,0
"2185","metro_km_walk","shopping_centers_km",0.597319611629868,0
"149","preschool_quota","shopping_centers_raion",0.596889686208128,0
"2122","park_km","workplaces_km",0.593615261740525,0
"119","children_school","healthcare_centers_raion",0.593298681612383,0
"269","healthcare_centers_raion","X7_14_all",0.593298681612383,0
"2332","big_road2_km","big_church_km",0.591966610090762,0
"2134","big_road2_km","workplaces_km",0.590771152182281,0
"2259","railroad_station_avto_km","office_km",0.588765987105773,0
"817","metro_min_avto","school_km",0.586657492265583,0
"557","build_count_wood","build_count_1946.1970",0.584499766279794,0
"2183","metro_km_avto","shopping_centers_km",0.584127456062568,0
"1770","fitness_km","swim_pool_km",0.580984853433598,0
"2274","basketball_km","office_km",0.580433943409351,0
"1939","railroad_station_avto_km","basketball_km",0.578581859390748,0
"114","raion_popul","healthcare_centers_raion",0.576130662735792,0
"1891","ice_rink_km","stadium_km",0.574752177768741,0
"1419","school_km","big_road2_km",0.574509039480882,0
"2015","stadium_km","public_healthcare_km",0.574445054769519,0
"626","build_count_brick","build_count_after_1995",0.572828900063557,0
"1577","metro_min_avto","big_market_km",0.57057621762781,0
"2117","metro_min_avto","workplaces_km",0.570228034437922,0
"464","build_count_wood","build_count_brick",0.569967236470745,0
"1580","metro_km_walk","big_market_km",0.567948583685743,0
"1579","metro_min_walk","big_market_km",0.567948583681895,0
"1694","school_km","fitness_km",0.567605342711537,0
"1578","metro_km_avto","big_market_km",0.565087669726772,0
"1763","kremlin_km","swim_pool_km",0.564275250685987,0
"1937","railroad_station_walk_min","basketball_km",0.562316803202141,0
"1936","railroad_station_walk_km","basketball_km",0.562316803195049,0
"1692","metro_min_walk","fitness_km",0.561407054433821,0
"1693","metro_km_walk","fitness_km",0.561407054395442,0
"1316","school_km","kremlin_km",0.560194396453202,0
"1416","metro_km_avto","big_road2_km",0.560183883678347,0
"2187","park_km","shopping_centers_km",0.559222874566802,0
"2007","big_road2_km","public_healthcare_km",0.557788410167269,0
"1418","metro_km_walk","big_road2_km",0.557257537160656,0
"1417","metro_min_walk","big_road2_km",0.557257537158573,0
"1691","metro_km_avto","fitness_km",0.552951532519627,0
"2273","stadium_km","office_km",0.552389214530968,0
"1704","public_transport_station_min_walk","fitness_km",0.550349321073927,0
"1703","public_transport_station_km","fitness_km",0.550349320956879,0
"1415","metro_min_avto","big_road2_km",0.549669176412735,0
"1946","railroad_km","basketball_km",0.548153450559031,0
"1426","railroad_station_avto_km","big_road2_km",0.546087010376378,0
"1822","kremlin_km","ice_rink_km",0.545121912784729,0
"2182","metro_min_avto","shopping_centers_km",0.543728746177371,0
"1890","swim_pool_km","stadium_km",0.543498674443417,0
"2210","university_km","shopping_centers_km",0.543306394979732,0
"1592","kremlin_km","big_market_km",0.543115294301054,0
"1889","fitness_km","stadium_km",0.533917552788515,0
"2334","bus_terminal_avto_km","big_church_km",0.529017133857319,0
"1582","park_km","big_market_km",0.52774080207652,0
"1871","school_km","stadium_km",0.526785953693271,0
"1767","bus_terminal_avto_km","swim_pool_km",0.525314416601031,0
"1829","fitness_km","ice_rink_km",0.520486938447863,0
"1884","big_road2_km","stadium_km",0.519251513053853,0
"629","build_count_1946.1970","build_count_after_1995",0.517617890363696,0
"2136","bus_terminal_avto_km","workplaces_km",0.515129556462634,0
"2349","full_sq","price_doc",0.514198592467683,0
"1705","kremlin_km","fitness_km",0.513082971299247,0
"1170","park_km","railroad_station_avto_min",0.512004872859524,0
"2012","fitness_km","public_healthcare_km",0.51120784180039,0
"1430","kremlin_km","big_road2_km",0.50875889939929,0
"1539","big_road2_km","bus_terminal_avto_km",0.508069435950755,0
"1526","school_km","bus_terminal_avto_km",0.507188456807731,0
"463","build_count_block","build_count_brick",0.507163203858444,0
"625","build_count_frame","build_count_after_1995",0.505941226947266,0
"1695","park_km","fitness_km",0.503805158317907,0
"1123","park_km","railroad_station_avto_km",0.503735301175286,0
"1948","big_market_km","basketball_km",0.499656822432171,0
"118","preschool_quota","healthcare_centers_raion",0.497485605313778,0
"1000","green_zone_part","railroad_station_walk_min",0.497156107226076,0
"956","green_zone_part","railroad_station_walk_km",0.49715610722281,0
"2263","kremlin_km","office_km",0.496465200313188,0
"1690","metro_min_avto","fitness_km",0.491774695800755,0
"2207","stadium_km","shopping_centers_km",0.4910702094041,0
"1819","railroad_station_avto_min","ice_rink_km",0.489516307900825,0
"604","raion_popul","build_count_after_1995",0.479881955967424,0
"1765","big_road2_km","swim_pool_km",0.477984667207463,0
"1032","park_km","railroad_station_walk_min",0.477592359175429,0
"988","park_km","railroad_station_walk_km",0.477592359172284,0
"1762","public_transport_station_min_walk","swim_pool_km",0.476904569295845,0
"1761","public_transport_station_km","swim_pool_km",0.476904569255033,0
"1709","bus_terminal_avto_km","fitness_km",0.476186013477851,0
"13","full_sq","max_floor",0.475676890628565,0
"1165","metro_min_avto","railroad_station_avto_min",0.474118030134979,0
"1166","metro_km_avto","railroad_station_avto_min",0.472815993495153,0
"1473","park_km","railroad_km",0.471881151327853,0
"1818","railroad_station_avto_km","ice_rink_km",0.471184461360159,0
"2131","public_transport_station_min_walk","workplaces_km",0.470156411735278,0
"2130","public_transport_station_km","workplaces_km",0.470156411658206,0
"1266","school_km","public_transport_station_min_walk",0.468172629521571,0
"1217","school_km","public_transport_station_km",0.468172629454973,0
"2197","kremlin_km","shopping_centers_km",0.466739423226208,0
"1887","big_market_km","stadium_km",0.465996898522006,0
"1091","green_zone_part","railroad_station_avto_km",0.464516699145613,0
"2353","num_room","price_doc",0.463455628614898,0
"1324","railroad_station_avto_min","kremlin_km",0.461960661894794,0
"1441","green_zone_part","railroad_km",0.46006458570444,0
"2337","fitness_km","big_church_km",0.459763295869662,0
"1606","green_zone_part","market_shop_km",0.45872814969517,0
"1168","metro_km_walk","railroad_station_avto_min",0.458464686611578,0
"1167","metro_min_walk","railroad_station_avto_min",0.458464686603355,0
"1596","bus_terminal_avto_km","big_market_km",0.457687725112144,0
"1119","metro_km_avto","railroad_station_avto_km",0.457119234008234,0
"623","build_count_block","build_count_after_1995",0.456792485255121,0
"2250","metro_min_walk","office_km",0.456192450461719,0
"2251","metro_km_walk","office_km",0.456192450459815,0
"1809","metro_min_walk","ice_rink_km",0.45566329795882,0
"1810","metro_km_walk","ice_rink_km",0.455663297949724,0
"1808","metro_km_avto","ice_rink_km",0.454602637266668,0
"2199","big_road2_km","shopping_centers_km",0.454040002824782,0
"1758","ID_railroad_station_walk","swim_pool_km",0.452597750825461,0
"1469","metro_km_avto","railroad_km",0.448497782136577,0
"24","full_sq","kitch_sq",0.448121039845342,0
"1816","railroad_station_walk_min","ice_rink_km",0.447912716823178,0
"1815","railroad_station_walk_km","ice_rink_km",0.447912716810672,0
"2009","bus_terminal_avto_km","public_healthcare_km",0.447621619454377,0
"577","healthcare_centers_raion","build_count_1971.1995",0.447387447025478,0
"1471","metro_km_walk","railroad_km",0.447318292132167,0
"1470","metro_min_walk","railroad_km",0.447318292122651,0
"1423","railroad_station_walk_km","big_road2_km",0.447125555845267,0
"1424","railroad_station_walk_min","big_road2_km",0.447125555839061,0
"1825","railroad_km","ice_rink_km",0.445244036842547,0
"1028","metro_km_avto","railroad_station_walk_min",0.443777435052074,0
"984","metro_km_avto","railroad_station_walk_km",0.443777435046657,0
"1121","metro_km_walk","railroad_station_avto_km",0.443718644859474,0
"1120","metro_min_walk","railroad_station_avto_km",0.443718644849826,0
"2350","life_sq","price_doc",0.442437125193766,0
"1485","big_road2_km","railroad_km",0.44234640340116,0
"465","build_count_frame","build_count_brick",0.441419877445824,0
"2249","metro_km_avto","office_km",0.440978999579736,0
"2192","ID_railroad_station_walk","shopping_centers_km",0.437837317475714,0
"1118","metro_min_avto","railroad_station_avto_km",0.437430506687193,0
"2253","park_km","office_km",0.437017053288585,0
"1030","metro_km_walk","railroad_station_walk_min",0.436128138792269,0
"986","metro_km_walk","railroad_station_walk_km",0.436128138784582,0
"1029","metro_min_walk","railroad_station_walk_min",0.436128138783142,0
"985","metro_min_walk","railroad_station_walk_km",0.436128138775464,0
"2138","market_shop_km","workplaces_km",0.433836492707146,0
"1076","school_km","ID_railroad_station_walk",0.431800447397809,0
"1138","green_zone_part","railroad_station_avto_min",0.431458547820348,0
"2265","big_road2_km","office_km",0.430609674359196,0
"1338","children_preschool","big_road1_km",0.430281762407457,0
"1349","X0_6_all","big_road1_km",0.430281762407457,0
"2054","metro_km_avto","university_km",0.429854320888148,0
"1807","metro_min_avto","ice_rink_km",0.429839885689069,0
"391","preschool_quota","build_count_wood",0.426867447036621,0
"1321","railroad_station_walk_min","kremlin_km",0.426221295843781,0
"1320","railroad_station_walk_km","kremlin_km",0.426221295835097,0
"2248","metro_min_avto","office_km",0.424352625675349,0
"1027","metro_min_avto","railroad_station_walk_min",0.424063382556134,0
"983","metro_min_avto","railroad_station_walk_km",0.424063382554715,0
"1323","railroad_station_avto_km","kremlin_km",0.423788951323921,0
"2055","metro_min_walk","university_km",0.423209710924057,0
"2056","metro_km_walk","university_km",0.423209710908137,0
"1468","metro_min_avto","railroad_km",0.422895967502328,0
"1812","park_km","ice_rink_km",0.416389167328547,0
"509","preschool_quota","build_count_1921.1945",0.415138796649055,0
"1483","kremlin_km","railroad_km",0.413055095264153,0
"190","office_raion","railroad_terminal_raion",0.412983711582182,0
"2053","metro_min_avto","university_km",0.407092859324458,0
"2201","bus_terminal_avto_km","shopping_centers_km",0.406445595201536,0
"2065","railroad_station_avto_min","university_km",0.404830042145167,0
"2258","ID_railroad_station_walk","office_km",0.404752497837084,0
"1353","X0_13_all","big_road1_km",0.404586631319468,0
"1264","metro_min_walk","public_transport_station_min_walk",0.40308363318221,0
"1215","metro_min_walk","public_transport_station_km",0.403083633150747,0
"1265","metro_km_walk","public_transport_station_min_walk",0.403083633150274,0
"1216","metro_km_walk","public_transport_station_km",0.403083633118814,0
"1351","X0_17_all","big_road1_km",0.397624127062659,0
"1223","ID_railroad_station_walk","public_transport_station_km",0.396611187200228,0
"1272","ID_railroad_station_walk","public_transport_station_min_walk",0.396611187187922,0
"2127","ID_railroad_station_walk","workplaces_km",0.392523368158436,0
"2074","market_shop_km","university_km",0.390607764338793,0
"28","num_room","kitch_sq",0.383304472399923,0
"1942","public_transport_station_min_walk","basketball_km",0.382476232352746,0
"1941","public_transport_station_km","basketball_km",0.382476232279812,0
"1879","railroad_station_avto_min","stadium_km",0.38041729384704,0
"1534","railroad_station_avto_min","bus_terminal_avto_km",0.379372614548666,0
"1263","metro_km_avto","public_transport_station_min_walk",0.377539679454143,0
"1214","metro_km_avto","public_transport_station_km",0.377539679427248,0
"2325","ID_railroad_station_walk","big_church_km",0.374748618905403,0
"1352","X16_29_all","big_road1_km",0.374224433894161,0
"1340","children_school","big_road1_km",0.3729837584149,0
"1350","X7_14_all","big_road1_km",0.3729837584149,0
"1348","full_all","big_road1_km",0.370286932886278,0
"1817","ID_railroad_station_walk","ice_rink_km",0.369504167187878,0
"1339","preschool_quota","big_road1_km",0.369203282541824,0
"1645","railroad_station_avto_min","market_shop_km",0.367611321002311,0
"2004","public_transport_station_min_walk","public_healthcare_km",0.366385051287963,0
"2003","public_transport_station_km","public_healthcare_km",0.366385051223818,0
"1721","green_zone_part","swim_pool_km",0.366146936114177,0
"2071","railroad_km","university_km",0.36602047046026,0
"1769","market_shop_km","swim_pool_km",0.365810168011016,0
"454","office_raion","build_count_brick",0.364869173461669,0
"27","max_floor","kitch_sq",0.363248015117032,0
"21","max_floor","num_room",0.361707273383451,0
"457","full_all","build_count_brick",0.360564919013342,0
"2062","railroad_station_walk_min","university_km",0.360171322399091,0
"2061","railroad_station_walk_km","university_km",0.360171322385059,0
"790","green_zone_part","school_km",0.360075721940524,0
"2058","park_km","university_km",0.35886141634654,0
"2204","fitness_km","shopping_centers_km",0.358181990659623,0
"2064","railroad_station_avto_km","university_km",0.358174064500769,0
"1821","public_transport_station_min_walk","ice_rink_km",0.356841144509414,0
"1820","public_transport_station_km","ice_rink_km",0.356841144420384,0
"1824","big_road2_km","ice_rink_km",0.35619832366588,0
"2090","green_zone_part","workplaces_km",0.355842055872376,0
"461","X16_29_all","build_count_brick",0.355021663524838,0
"1533","railroad_station_avto_km","bus_terminal_avto_km",0.353472153649687,0
"524","build_count_block","build_count_1921.1945",0.350465686768539,0
"2067","public_transport_station_min_walk","university_km",0.350372156653318,0
"2066","public_transport_station_km","university_km",0.350372156539674,0
"2000","ID_railroad_station_walk","public_healthcare_km",0.350236105898697,0
"1536","public_transport_station_min_walk","bus_terminal_avto_km",0.350086401696254,0
"1535","public_transport_station_km","bus_terminal_avto_km",0.350086401652306,0
"1431","big_road1_km","big_road2_km",0.349254610454725,0
"2073","big_market_km","university_km",0.346946775178396,0
"1335","raion_popul","big_road1_km",0.346541868682004,0
"1827","big_market_km","ice_rink_km",0.34607465343789,0
"1267","park_km","public_transport_station_min_walk",0.345869381277096,0
"1218","park_km","public_transport_station_km",0.345869381250079,0
"1644","railroad_station_avto_km","market_shop_km",0.345336160559466,0
"496","build_count_brick","build_count_before_1920",0.345057687528647,0
"2196","public_transport_station_min_walk","shopping_centers_km",0.344339227125913,0
"2195","public_transport_station_km","shopping_centers_km",0.344339227113298,0
"1949","market_shop_km","basketball_km",0.342441855092715,0
"1650","big_road2_km","market_shop_km",0.341312122013476,0
"1638","park_km","market_shop_km",0.339795620681847,0
"2329","public_transport_station_min_walk","big_church_km",0.339507348425036,0
"2328","public_transport_station_km","big_church_km",0.339507348404224,0
"171","shopping_centers_raion","office_raion",0.3385546038689,0
"406","build_count_block","build_count_wood",0.332507718200832,0
"2072","bus_terminal_avto_km","university_km",0.331842380497761,0
"2011","market_shop_km","public_healthcare_km",0.328058342408335,0
"1637","school_km","market_shop_km",0.327457145000115,0
"2240","build_count_wood","office_km",0.323074492514919,0
"1878","railroad_station_avto_km","stadium_km",0.322950525258542,0
"558","build_count_frame","build_count_1946.1970",0.322126200900459,0
"560","build_count_before_1920","build_count_1946.1970",0.321877985482605,0
"2052","build_count_after_1995","university_km",0.321411595450213,0
"2244","build_count_1921.1945","office_km",0.321397811796515,0
"1262","metro_min_avto","public_transport_station_min_walk",0.32114827060618,0
"1213","metro_min_avto","public_transport_station_km",0.321148270593436,0
"1531","railroad_station_walk_min","bus_terminal_avto_km",0.320945242942893,0
"1530","railroad_station_walk_km","bus_terminal_avto_km",0.320945242940734,0
"419","preschool_quota","build_count_frame",0.320916109896572,0
"364","preschool_quota","build_count_block",0.319369237335122,0
"1826","bus_terminal_avto_km","ice_rink_km",0.317187380369477,0
