id,price_doc,price_doc_predicted,ln(a+1),ln(pi+1),(ln(pi+1)-ln(a+1)),(ln(pi+1)-ln(a+1))^2
2347,34353584,24749862.38,17.35221694,17.02433053,-0.327886411,0.107509499
10298,44848000,24748014.66,17.61878957,17.02425587,-0.594533706,0.353470328
3945,31685000,24692811.38,17.27135397,17.02202276,-0.24933121,0.062166052
18347,13000000,24637155.11,16.38045999,17.01976627,0.63930628,0.40871252
26907,50000000,24390689.7,17.72753358,17.00971209,-0.717821495,0.515267698
15203,55500000,24153592.19,17.8318936,16.99994371,-0.831949883,0.692140608
1373,18327100,24066571.63,16.72389145,16.99633441,0.272442957,0.074225165
3530,6868818,23812856.42,15.74250274,16.98573622,1.243233478,1.545629481
8658,22597668,23742366.46,16.93335732,16.98277167,0.049414349,0.002441778
22780,39551828,23662020.44,17.4931225,16.97938185,-0.513740646,0.263929452
10694,21000000,23655173.05,16.86003304,16.97909242,0.119059382,0.014175136
5417,24331890,23631685.79,17.00729843,16.97809903,-0.029199405,0.000852605
2439,20786084,23548788.99,16.84979433,16.974585,0.124790666,0.01557271
999,20200452,23541346.47,16.82121559,16.9742689,0.153053312,0.023425316
1292,20852812,23500261,16.85299941,16.97252213,0.119522715,0.014285679
8830,13200000,23475900.19,16.39572746,16.97148497,0.575757508,0.331496708
20201,34717724,23470778.87,17.36276092,16.9712668,-0.391494126,0.153267651
5300,20849558,23435918.12,16.85284335,16.96978041,0.116937054,0.013674275
2420,18477800,23384007.97,16.73208062,16.96756297,0.235482346,0.055451935
7268,18626418,23370703.76,16.74009151,16.96699386,0.226902355,0.051484679
7702,23130722,23330765.81,16.95667229,16.96528351,0.00861122,7.41531E-05
971,18477800,23284760.47,16.73208062,16.96330969,0.231229067,0.053466881
11419,60000000,23149106.13,17.90985514,16.95746677,-0.952388368,0.907043603
17713,14526873,23123627.41,16.49151087,16.95636553,0.464854656,0.216089851
2349,18327100,23111050.3,16.72389145,16.95582147,0.231930021,0.053791535
18726,24000000,23025977.56,16.99356443,16.95213364,-0.041430791,0.00171651
21505,30000000,22973177.27,17.21670797,16.94983793,-0.266870042,0.071219619
1696,24898258,22935840.14,17.03030844,16.94821136,-0.082097079,0.00673993
25279,42000000,22883539.22,17.5531802,16.94592844,-0.607251758,0.368754697
938,21742504,22843652.68,16.89477966,16.9441839,0.04940424,0.002440779
16844,12000000,22834883.65,16.30041729,16.94379995,0.643382662,0.41394125
13869,64000000,22814941.86,17.97439366,16.94292627,-1.031467389,1.063924975
8823,22642734,22779816.66,16.93534961,16.94138551,0.006035904,3.64321E-05
5085,40442088,22777458.88,17.51538161,16.941282,-0.574099604,0.329590356
17277,15000000,22732992.44,16.52356083,16.93932788,0.415767057,0.172862246
8010,22642734,22724131.21,16.93534961,16.93893801,0.003588403,1.28766E-05
956,17582888,22699689.06,16.68243677,16.93786183,0.255425057,0.06524196
6634,25233268,22600116.23,17.04367388,16.93346565,-0.110208229,0.012145854
27286,44385056,22596605.07,17.60841342,16.93331028,-0.675103138,0.455764246
9087,21836162,22584335.82,16.89907801,16.93276716,0.033689156,0.001134959
27463,71249624,22556756.97,18.08170011,16.93154527,-1.150154847,1.322856171
14375,29780000,22495891.72,17.20934762,16.9288433,-0.280504314,0.07868267
29081,50000000,22453388.66,17.72753358,16.92695215,-0.800581436,0.640930635
28564,6120000,22417851.1,15.62707282,16.92536817,1.29829535,1.685570817
25657,51600000,22376798.57,17.75903225,16.92353525,-0.835497003,0.698055242
28972,43000000,22308971.47,17.5767107,16.92049951,-0.656211188,0.430613124
6249,20849558,22297289.79,16.85284335,16.91997574,0.067132385,0.004506757
22668,21500000,22204230.62,16.88356354,16.91579344,0.032229903,0.001038767
15148,23000000,22162217.95,16.95100482,16.91389955,-0.037105269,0.001376801
16102,65000000,22116663.73,17.98989784,16.91184194,-1.078055901,1.162204525
6113,25564740,22056494.38,17.05672466,16.90911769,-0.147606964,0.021787816
4681,22064614,22006536.8,16.90948575,16.90685014,-0.002635612,6.94645E-06
28572,45000000,21850761.21,17.62217307,16.89974636,-0.722426707,0.521900347
2270,17086300,21843365.95,16.65378759,16.89940786,0.245620272,0.060329318
13244,55000000,21730080.58,17.82284376,16.89420811,-0.928635655,0.86236418
1635,20690584,21528437.66,16.84518932,16.88488535,0.039696024,0.001575774
22177,18800000,21406527.79,16.74936748,16.87920652,0.129839036,0.016858175
19736,27161100,21395439.68,17.1172964,16.8786884,-0.238607992,0.056933774
2358,25648960,21283330.52,17.06001362,16.87343477,-0.186578855,0.034811669
15108,16000000,21246034.5,16.58809934,16.87168087,0.283581529,0.080418483
17361,12000000,21133364.33,16.30041729,16.86636364,0.565946354,0.320295275
22781,61072000,21078481.98,17.92756407,16.86376331,-1.063800756,1.131672049
27538,27928732,21033112.85,17.14516657,16.8616086,-0.28355797,0.080405122
12114,65000000,21018401.26,17.98989784,16.86090891,-1.128988933,1.274616011
19345,26555006,20968688.3,17.09472888,16.8585409,-0.236187978,0.055784761
18284,31350000,20936798.61,17.26072486,16.85701892,-0.403705941,0.162978487
2553,2100000,20886310.19,14.55744838,16.85460454,2.297156156,5.276926407
24273,28000000,20800503.02,17.1477151,16.85048778,-0.297227328,0.088344084
3557,32700000,20759951.61,17.30288567,16.84853633,-0.454349333,0.206433316
7022,37253592,20734058.21,17.43325895,16.84728828,-0.585970676,0.343361633
6596,20000000,20678590.51,16.81124288,16.8446095,0.033366615,0.001113331
22940,29632356,20669769.45,17.20437746,16.84418283,-0.360194638,0.129740177
29606,36500000,20669175.74,17.41282285,16.8441541,-0.568668744,0.32338414
11070,31000000,20627087.27,17.24949779,16.84211573,-0.40738206,0.165960143
29591,11000000,20626177.59,16.21340592,16.84207163,0.628665711,0.395220576
298,23300000,20608283.78,16.96396396,16.84120373,-0.122760235,0.015070075
23748,41500000,20587236.04,17.54120401,16.84018188,-0.701022129,0.491432025
24656,24000000,20586601.3,16.99356443,16.84015105,-0.153413382,0.023535666
7462,25000000,20585884.07,17.03438642,16.84011621,-0.194270215,0.037740916
29499,22447000,20569260.81,16.92666758,16.83930837,-0.087359203,0.00763163
16507,36000000,20460390.9,17.39902952,16.83400147,-0.565028051,0.319256699
811,2060000,20399503.69,14.53821703,16.83102118,2.292804152,5.256950881
15176,37000000,20363973.94,17.4264285,16.82927796,-0.597150534,0.356588761
22140,13000000,20320425.01,16.38045999,16.82713715,0.446677153,0.199520479
22853,42000000,20315257.32,17.5531802,16.8268828,-0.726297397,0.527507909
20789,33000000,20299388.69,17.31201815,16.82610138,-0.485916771,0.236115108
16630,37200000,20296905.76,17.43181935,16.82597906,-0.60584029,0.367042457
29694,31917092,20244554.42,17.27865225,16.82339645,-0.455255808,0.20725785
8924,37300000,20240085.38,17.43450391,16.82317567,-0.611328241,0.373722219
607,13400000,20173266.31,16.41076534,16.81986889,0.409103546,0.167365711
17051,27500000,20134710.24,17.1296966,16.81795581,-0.311740788,0.097182319
2783,13250000,20046243.82,16.39950819,16.8135524,0.414044218,0.171432614
15872,25000000,20025700.37,17.03438642,16.81252708,-0.221859348,0.04922157
26669,18000000,19964395.07,16.70588237,16.80946105,0.103578677,0.010728542
25789,30000000,19914232.96,17.21670797,16.80694531,-0.409762665,0.167905441
4796,14800000,19901525.09,16.51013781,16.80630697,0.296169168,0.087716176
8576,17800000,19899226.43,16.69470907,16.80619147,0.111482395,0.012428324
3247,14325052,19898217.37,16.47752052,16.80614076,0.328620236,0.10799126
9567,25829890,19844779.56,17.06704295,16.80345159,-0.263591359,0.069480404
7460,91066096,19835659.07,18.32709614,16.80299189,-1.524104252,2.322893771
16768,28500000,19783453.95,17.16541468,16.80035654,-0.365058143,0.133267447
26668,41500000,19756114.24,17.54120401,16.79897363,-0.742230376,0.55090593
29770,18800000,19710739.64,16.74936748,16.79667426,0.047306774,0.002237931
26180,56739064,19704837.71,17.85397351,16.79637478,-1.057598725,1.118515064
23138,19172900,19703500.69,16.76900843,16.79630693,0.027298495,0.000745208
28824,26800000,19676311.82,17.10391248,16.79492608,-0.308986407,0.0954726
2785,25813342,19658932.61,17.06640209,16.79404243,-0.272359657,0.074179783
24433,14534062,19635735.44,16.49200562,16.79286175,0.300856127,0.090514409
24148,18728764,19623682.08,16.74557114,16.79224772,0.04667658,0.002178703
6419,11500000,19617480.25,16.25785768,16.79193163,0.534073947,0.285234981
8194,11115420,19556772.99,16.22384398,16.78883228,0.564988299,0.319211778
28732,17812420,19512945.28,16.69540658,16.78658872,0.091182134,0.008314182
22915,24500000,19501858.23,17.01418372,16.78602036,-0.228163352,0.052058515
30048,34879316,19488901.89,17.36740458,16.78535578,-0.582048796,0.338780801
24881,15365994,19428684.27,16.54766751,16.78226115,0.234593645,0.055034178
28084,18000000,19420397.95,16.70588237,16.78183456,0.075952192,0.005768736
28550,24244000,19394510.55,17.00367976,16.78050067,-0.223179089,0.049808906
8829,28000000,19386718.22,17.1477151,16.78009881,-0.367616291,0.135141737
17392,60000000,19379560.08,17.90985514,16.77972952,-1.130125621,1.277183919
24046,23500000,19218121.67,16.97251102,16.77136428,-0.201146741,0.040460011
27941,12900000,19191626.43,16.37273795,16.76998467,0.397246724,0.157804959
3560,77000000,19158928.85,18.15931599,16.76827948,-1.391036517,1.934982592
28201,50300000,19154278.23,17.73351565,16.76803671,-0.965478948,0.932149599
14480,10000000,19139734.19,16.11809575,16.76727711,0.649181358,0.421436435
8936,22800000,19108549.4,16.94227114,16.76564646,-0.17662468,0.031196278
878,36700000,19100327.05,17.41828734,16.76521607,-0.653071272,0.426502086
28388,44000000,19095217.6,17.59970021,16.76494853,-0.834751688,0.696810381
22026,44876536,19092749.02,17.61942565,16.76481924,-0.854606414,0.730352123
15494,1000000,19083363.02,13.81551156,16.76432752,2.948815962,8.695515577
30032,15620970,19077991.71,16.56412486,16.76404601,0.19992115,0.039968466
9138,18495140,19016831.7,16.73301861,16.76083508,0.02781647,0.000773756
17520,53067288,19001641.53,17.78707127,16.76003598,-1.027035288,1.054801482
29913,38900000,19000600.13,17.47650483,16.75998118,-0.716523659,0.513406154
22514,33500000,18986349.62,17.32705603,16.75923089,-0.567825136,0.322425385
21388,28000000,18959338.61,17.1477151,16.75780722,-0.38990788,0.152028155
27134,31202956,18951372.41,17.25602342,16.75738696,-0.498636462,0.248638321
17532,59325600,18926425.11,17.89855149,16.75606971,-1.142481781,1.305264619
20568,29900000,18923362.1,17.21336907,16.75590786,-0.457461212,0.209270761
16991,54000000,18878017.65,17.80449462,16.75350877,-1.050985854,1.104571266
26479,55764784,18868073.82,17.83665313,16.75298189,-1.083671246,1.17434337
19168,14400000,18865613.54,16.48273883,16.75285149,0.270112653,0.072960845
7337,10608000,18840960.78,16.17711909,16.75154388,0.57442479,0.329963839
10035,22680650,18805136.55,16.93702274,16.74964066,-0.187382076,0.035112042
28375,14650000,18744668.01,16.49995096,16.74641995,0.246468989,0.060746962
10590,9590000,18703956.44,16.07623155,16.74424569,0.668014136,0.446242886
25207,33750000,18693361.75,17.334491,16.74367909,-0.590811919,0.349058724
19711,41000000,18690210.67,17.52908265,16.7435105,-0.785572144,0.617123594
13596,24000000,18689730.26,16.99356443,16.7434848,-0.250079629,0.062539821
2573,16920010,18640156.48,16.64400756,16.74082882,0.096821253,0.009374355
8363,39000000,18616317.66,17.47907223,16.7395491,-0.739523128,0.546894457
28392,16431250,18611325.38,16.61469563,16.7392809,0.12458527,0.01552149
1125,28000000,18605038.28,17.1477151,16.73894303,-0.408772073,0.167094608
22338,25038912,18594599.05,17.03594169,16.73838178,-0.297559916,0.088541904
28786,32606400,18594003.08,17.30001918,16.73834973,-0.561669451,0.315472573
4659,6331000,18582692.44,15.66096892,16.73774125,1.076772328,1.159438646
25405,27005300,18572715.81,17.11154374,16.73720422,-0.374339514,0.140130072
25422,45291152,18566403.57,17.62862227,16.7368643,-0.891757974,0.795232284
22836,32000000,18557571.54,17.28124649,16.73638849,-0.544858005,0.296870246
3095,3000000,18542273.14,14.91412318,16.73556377,1.821440592,3.31764583
15845,39000000,18533303.32,17.47907223,16.73507991,-0.743992325,0.553524579
2490,13000000,18524901.34,16.38045999,16.73462646,0.354166465,0.125433885
13979,40200000,18517338.07,17.50937758,16.7342181,-0.77515948,0.60087222
18527,7000000,18504566.67,15.76142085,16.73352816,0.972107311,0.944992624
19074,18500000,18473856.25,16.73328134,16.73186717,-0.001414175,1.99989E-06
16600,26000000,18443206.07,17.07360713,16.73020668,-0.343400454,0.117923872
29292,16934018,18407235.55,16.64483512,16.72825444,0.083419321,0.006958783
28625,29700000,18398012.86,17.20665764,16.72775327,-0.478904363,0.229349389
4635,7923741,18387719.72,15.88537413,16.72719365,0.841819521,0.708660105
29850,30300000,18382008.7,17.2266583,16.72688301,-0.499775293,0.249775343
16874,48000000,18380856.16,17.68671159,16.72682031,-0.95989128,0.92139127
21831,15300000,18366624.93,16.54336345,16.72604577,0.182682316,0.033372828
25418,14000001,18360791.11,16.45456803,16.72572809,0.271160055,0.073527775
15287,10630000,18285361.16,16.17919084,16.72161142,0.542420571,0.294220076
18140,18000000,18265835.07,16.70588237,16.72054299,0.01466062,0.000214934
5782,17287494,18227157.87,16.66549397,16.71842329,0.05292932,0.002801513
14873,26000000,18213463.29,17.07360713,16.71767167,-0.35593546,0.126690052
12155,16900000,18194850.46,16.64282424,16.71664923,0.073824986,0.005450129
15699,3000000,18181398.12,14.91412318,16.7159096,1.801786423,3.246434314
24114,18000000,18174390.72,16.70588237,16.71552411,0.009641741,9.29632E-05
24813,14300000,18159686.61,16.47577017,16.71471473,0.238944564,0.057094505
981,15719542,18155982.47,16.57041527,16.71451073,0.144095459,0.020763501
29833,20196950,18150245.16,16.82104221,16.71419468,-0.106847529,0.011416395
1372,15667576,18145401.07,16.56710398,16.71392776,0.146823781,0.021557223
23441,18200000,18144816.15,16.71693221,16.71389552,-0.003036686,9.22146E-06
29807,23300000,18125676.73,16.96396396,16.71284015,-0.251123811,0.063063169
23433,29000000,18103918.83,17.18280642,16.71163904,-0.471167384,0.221998704
28609,35250000,18096258.1,17.37797612,16.7112158,-0.66676032,0.444569325
30323,28038712,18065012.02,17.14909672,16.70948764,-0.439609077,0.193256141
11088,71200000,18059832.26,18.08100339,16.70920087,-1.371802517,1.881842146
25693,4607830,18041958.3,15.34326781,16.70821068,1.36494287,1.863069038
13995,17793902,18031380.07,16.69436643,16.70762419,0.013257762,0.000175768
28976,14531600,18029633.22,16.49183622,16.70752731,0.215691092,0.046522647
28653,17810560,18028302.08,16.69530215,16.70745347,0.01215132,0.000147655
17184,17900000,18021270.98,16.70031133,16.70706339,0.006752068,4.55904E-05
15888,43000000,18012006.78,17.5767107,16.70654919,-0.870161505,0.757181044
24615,15225495,17993751.4,16.53848195,16.70553517,0.167053218,0.027906778
29378,52000000,17927720.02,17.7667543,16.70185873,-1.064895563,1.134002559
28014,13899600,17925289.41,16.44737069,16.70172315,0.254352453,0.06469517
14547,17520716,17920457.28,16.67889457,16.70145354,0.022558972,0.000508907
16614,34800000,17913301.7,17.36512797,16.70105416,-0.664073811,0.440994027
19162,14700000,17895589.64,16.50335812,16.70006491,0.196706788,0.03869356
11140,15500000,17894998.36,16.55635065,16.70003187,0.14368122,0.020644293
16936,990000,17887857.59,13.80546123,16.69963275,2.894171517,8.376228772
7586,14500000,17867693.55,16.48965928,16.69850487,0.20884559,0.043616481
11757,28000000,17859039.43,17.1477151,16.6980204,-0.449694699,0.202225322
12853,15800000,17818862.41,16.57552056,16.6957682,0.120247635,0.014459494
1201,30975000,17811980.82,17.24869102,16.69538192,-0.553309093,0.306150952
23561,18902380,17798680.9,16.75479845,16.69463496,-0.060163489,0.003619645
28236,21800000,17794715.09,16.89742057,16.69441212,-0.203008451,0.041212431
14768,45949696,17788515.43,17.64305781,16.69406366,-0.94899415,0.900589897
30409,16400000,17776346.51,16.61279195,16.69337934,0.080587386,0.006494327
27457,9308100,17763401.39,16.04639565,16.69265085,0.646255199,0.417645782
2881,27000000,17753190.26,17.11134746,16.69207585,-0.419271614,0.175788686
19370,25080000,17752278.79,17.03758131,16.6920245,-0.345556809,0.119409508
27881,44600000,17747350.36,17.61324444,16.69174684,-0.921497596,0.849157819
19167,16500000,17726314.41,16.618871,16.69056084,0.07168984,0.005139433
27988,27800000,17726011.62,17.14054661,16.69054376,-0.450002856,0.202502571
13102,22000000,17715462.74,16.90655306,16.68994847,-0.216604583,0.046917545
21126,27730004,17704017.77,17.1380256,16.68930222,-0.448723377,0.201352669
2399,7000000,17703152.73,15.76142085,16.68925336,0.927832509,0.860873164
25329,37600000,17686400.1,17.44251463,16.6883066,-0.754208032,0.568829756
1769,5000000,17676648.81,15.42494867,16.68775511,1.262806436,1.594680096
20275,42750000,17649036.71,17.57087978,16.68619182,-0.884687958,0.782672782
9236,30000000,17647678.65,17.21670797,16.68611487,-0.530593105,0.281529043
28682,17098600,17634800.39,16.65450721,16.68538486,0.030877654,0.00095343
10275,26244908,17596371.05,17.08298259,16.68320331,-0.39977928,0.159823473
8406,23000000,17590664.78,16.95100482,16.68287897,-0.268125851,0.071891472
26885,16900000,17586936.81,16.64282424,16.68266701,0.039842776,0.001587447
5790,9500000,17583335.89,16.06680246,16.68246224,0.615659782,0.379036967
15477,13136752,17565228.59,16.39092443,16.68143191,0.290507482,0.084394597
26312,4055000,17551786.02,15.21546149,16.68066633,1.465204835,2.146825209
28093,11435416,17535528.33,16.25222585,16.67973963,0.427513776,0.182768029
29965,18900000,17525728.8,16.75467253,16.67918063,-0.0754919,0.005699027
28199,15430000,17524058.26,16.55182429,16.67908531,0.12726102,0.016195367
29470,29859640,17499418.9,17.21201833,16.67767829,-0.534340037,0.285519276
10769,32600000,17488061.61,17.29982288,16.67702907,-0.622793807,0.387872127
10187,14021000,17464646.25,16.45606684,16.67568924,0.219622403,0.048234
15686,29700000,17452523.93,17.20665764,16.67499489,-0.531662746,0.282665276
24536,16600000,17415644.43,16.62491331,16.67287952,0.047966209,0.002300757
9148,11993680,17383871.64,16.29989049,16.67105347,0.371162989,0.137761964
30201,8107097,17331799,15.90825053,16.66805352,0.75980299,0.577300584
23910,19200000,17327406.38,16.77042089,16.66780005,-0.102620842,0.010531037
21030,23000000,17312637.56,16.95100482,16.66694735,-0.284057472,0.080688647
7901,11000000,17300128.42,16.21340592,16.66622454,0.452818619,0.205044701
8057,13126042,17247742.98,16.39010883,16.66319191,0.273083079,0.074574368
3086,11677710,17240856.47,16.27319254,16.66279256,0.389600019,0.151788175
11286,4398000,17216950.03,15.29666068,16.66140498,1.364744304,1.862527015
13208,21000000,17199184.28,16.86003304,16.66037257,-0.19966047,0.039864303
23539,19500000,17181040.87,16.78592507,16.65931712,-0.126607958,0.016029575
22826,13729650,17176343.89,16.43506836,16.6590437,0.223975339,0.050164953
9633,16013367,17171407.45,16.58893443,16.65875626,0.069821828,0.004875088
24267,32022476,17158509.08,17.28194862,16.65800482,-0.623943797,0.389305862
2161,10000000,17154321.93,16.11809575,16.65776077,0.539665015,0.291238328
22384,22500000,17119093.28,16.92902591,16.65570502,-0.273320889,0.074704308
16589,4700000,17115686.94,15.36307328,16.65550602,1.292432745,1.6703824
10697,30264000,17071576.48,17.22546948,16.6529255,-0.572543975,0.327806604
24438,18900000,17041245.95,16.75467253,16.65114725,-0.103525278,0.010717483
2432,8500000,17032168.41,15.95557684,16.65061443,0.695037593,0.483077256
13274,12466150,17032087.42,16.33852761,16.65060968,0.312082068,0.097395217
15309,27000000,17017013.91,17.11134746,16.64972428,-0.461623182,0.213095963
17186,13040489,17015665.33,16.38356969,16.64964503,0.266075336,0.070796084
12870,20848086,17013878.73,16.85277275,16.64954002,-0.203232728,0.041303542
30053,13200000,17007929.89,16.39572746,16.64919032,0.253462853,0.064243418
1035,25000000,16969354.08,17.03438642,16.64691963,-0.38746679,0.150130513
442,25500000,16963646.88,17.05418905,16.64658325,-0.407605797,0.166142486
17509,24500000,16963632.4,17.01418372,16.6465824,-0.367601317,0.135130729
19002,23000000,16944651.48,16.95100482,16.64546285,-0.305541963,0.093355891
17447,15000000,16920337.73,16.52356083,16.64402693,0.120466106,0.014512083
20490,16200000,16879274.57,16.60052186,16.64159713,0.041075268,0.001687178
2952,3500000,16851193.54,15.06827381,16.6399321,1.571658293,2.470109789
24859,53787140,16842632.22,17.80054498,16.63942392,-1.16112106,1.348202116
27624,24700000,16838237.5,17.02231384,16.63916296,-0.383150883,0.146804599
27729,8656970,16830879.2,15.97387545,16.63872586,0.664850414,0.442026073
21256,21300000,16822065.13,16.87421768,16.63820204,-0.236015635,0.05570338
21450,18000000,16810331.08,16.70588237,16.63750426,-0.068378111,0.004675566
8294,15500000,16794820.74,16.55635065,16.63658117,0.080230521,0.006436936
9981,19500000,16794544.1,16.78592507,16.6365647,-0.14936038,0.022308523
29250,11000000,16772685.54,16.21340592,16.63526232,0.421856398,0.177962821
11118,15500000,16762106.2,16.55635065,16.63463137,0.078280727,0.006127872
25051,27138160,16747216.12,17.11645145,16.63374266,-0.48270879,0.233007776
22888,19800000,16745905.69,16.80119255,16.63366441,-0.167528137,0.028065677
3393,10000000,16736837.19,16.11809575,16.63312273,0.515026977,0.265252787
9551,6580000,16719081.03,15.69954546,16.63206126,0.932515806,0.869585729
21608,24400000,16709569.49,17.01009373,16.6314922,-0.378601535,0.143339122
13384,12200000,16707172.82,16.31694659,16.63134876,0.314402164,0.09884872
16476,23500000,16694309.68,16.97251102,16.63057854,-0.34193248,0.116917821
11341,22192420,16687829.79,16.91526139,16.63019032,-0.285071076,0.081265518
28684,32000000,16680274.87,17.28124649,16.62973749,-0.651508998,0.424463975
25102,21600000,16679042.36,16.88820392,16.6296636,-0.258540318,0.066843096
24045,28500000,16668320.9,17.16541468,16.62902058,-0.536394097,0.287718627
5905,5132250,16658526.07,15.45105491,16.62843278,1.177377867,1.386218642
6379,23602402,16644655.05,16.97685909,16.62759976,-0.349259322,0.121982074
11281,6500000,16631094.01,15.68731289,16.62678469,0.939471806,0.882607274
8922,8792000,16610223.72,15.98935289,16.62552901,0.636176122,0.404720058
21315,14500000,16606349.43,16.48965928,16.62529574,0.13563646,0.018397249
14122,18500000,16597664.41,16.73328134,16.62477261,-0.108508739,0.011774146
29358,17900000,16585420.14,16.70031133,16.62403462,-0.076276704,0.005818136
16005,30000000,16581549.56,17.21670797,16.62380122,-0.59290675,0.351538414
27401,20600000,16568916.94,16.84080168,16.62303908,-0.217762597,0.047420549
625,16118400,16513405.35,16.5954721,16.61968312,0.024211018,0.000586173
29614,21552242,16503784.55,16.88599045,16.61910034,-0.266890113,0.071230332
20730,19850000,16497439.39,16.80371462,16.6187158,-0.184998817,0.034224562
1818,18000000,16458716.6,16.70588237,16.61636584,-0.089516531,0.008013209
16276,11416568,16453984.79,16.25057628,16.6160783,0.365502024,0.133591729
19820,15100000,16440889.71,16.53020537,16.61528213,0.085076758,0.007238055
17492,48692000,16405227,17.70102532,16.61311062,-1.087914702,1.183558398
20557,21000000,16391763.03,16.86003304,16.61228957,-0.24774347,0.061376827
27534,22500000,16391537.01,16.92902591,16.61227578,-0.316750127,0.100330643
15356,11416568,16390970.5,16.25057628,16.61224122,0.361664944,0.130801531
19032,25724274,16385735.89,17.06294566,16.61192181,-0.451023844,0.203422508
12563,15500000,16374262.64,16.55635065,16.61122137,0.054870724,0.003010796
18433,27000000,16368070.79,17.11134746,16.61084315,-0.500504308,0.250504562
20446,22000000,16338007.41,16.90655306,16.60900476,-0.297548301,0.088534992
23227,3450000,16337038.74,15.05388508,16.60894546,1.555060386,2.418212803
21627,37038840,16336044.29,17.42747768,16.60888459,-0.818593085,0.670094639
26705,35934424,16321289.42,17.39720631,16.60798097,-0.789225333,0.622876627
30229,20634588,16301510.73,16.8424793,16.60676841,-0.235710898,0.055559627
20624,37240540,16278552.87,17.43290854,16.60535909,-0.827549452,0.684838095
19238,14428655,16264688.99,16.48472679,16.60450706,0.119780271,0.014347313
12704,17500000,16264368.85,16.6777115,16.60448737,-0.073224122,0.005361772
6912,20900000,16258808.56,16.85525976,16.60414545,-0.251114318,0.063058401
9131,26000000,16255122.88,17.07360713,16.60391873,-0.469688402,0.220607195
24507,14000000,16241700.44,16.45456796,16.60309266,0.148524697,0.022059586
25894,17000000,16241414.82,16.64872396,16.60307507,-0.045648891,0.002083821
21938,32500000,16241263.48,17.29675068,16.60306575,-0.693684926,0.481198777
30359,15300000,16234857.14,16.54336345,16.60267123,0.059307774,0.003517412
16774,18900000,16219682.45,16.75467253,16.60173609,-0.152936443,0.023389555
14660,13900000,16218836.43,16.44739947,16.60168393,0.154284459,0.023803694
20140,18000000,16202730.83,16.70588237,16.60069042,-0.105191954,0.011065347
3414,11789920,16183751.26,16.28275557,16.59951835,0.316762778,0.100338658
